time_minutes,hour_decimal,Jan_DOY015,Apr_DOY105,Jul_DOY196,Sep_DOY258,Oct_DOY289,Dec_DOY350
738,12.3,,702.39,,,,
739,12.3167,,673.37,,,,
740,12.3333,,160.89,,,,
741,12.35,,158.79,,,,
742,12.3667,,74.14,,,,
743,12.3833,,193.59,,,,
744,12.4,,235.98,,,,
745,12.4167,,105.63,,,,
746,12.4333,,131.55,,,,
747,12.45,,149.56,,,,
748,12.4667,,114.89,,,,
749,12.4833,,120.61,,,,
750,12.5,,786.81,,,,
751,12.5167,,786.5,,,,
752,12.5333,,786.17,,,,
753,12.55,,647.17,,,,
754,12.5667,,785.48,,,,
755,12.5833,,745.87,,,,
756,12.6,,775.89,,,,
757,12.6167,,784.35,,,,
758,12.6333,,783.94,,,,
759,12.65,,580.27,,,,
760,12.6667,,118.45,,,,
761,12.6833,,204.62,,,,
762,12.7,,166.81,,,,
763,12.7167,,80.7,,,,
764,12.7333,,87.12,,,,
765,12.75,,187.83,,,,
766,12.7667,,127.44,,,,
767,12.7833,,152.04,,,,
768,12.8,,196.44,,,,
769,12.8167,,226.91,,,,
770,12.8333,,199.85,,,,
771,12.85,,165.8,,,,
772,12.8667,,144.53,,,,
773,12.8833,,214.34,,,,
774,12.9,,139.22,,,,
775,12.9167,,268.77,,,,
776,12.9333,,143.47,,,,
777,12.95,,108.23,,,,
778,12.9667,,147.39,,,,
779,12.9833,,55.21,,,,
780,13.0,,189.6,,,,
781,13.0167,,136.29,,,,
782,13.0333,,109.18,,,,
783,13.05,,148.77,,,,
784,13.0667,,118.67,,,,
785,13.0833,,178.76,,,,
786,13.1,,170.24,,,,
787,13.1167,,111.07,,,,
788,13.1333,,141.93,,,,
789,13.15,,174.67,,,,
790,13.1667,,137.7,,,,
791,13.1833,,171.63,,,,
792,13.2,,106.17,,,,
793,13.2167,,104.28,,,,
794,13.2333,,166.43,,,,
795,13.25,,204.52,,,,
796,13.2667,,183.58,,,,
797,13.2833,,146.89,,,,
798,13.3,,166.4,,,,
799,13.3167,,213.5,,,,
800,13.3333,,671.53,,,,
801,13.35,,685.55,,,,
802,13.3667,,746.57,,,,
803,13.3833,,585.28,,,,
804,13.4,,590.69,,,,
805,13.4167,,455.16,,,,
806,13.4333,,629.94,,,,
807,13.45,,748.8,,,,
808,13.4667,,747.78,,,,
809,13.4833,,746.74,,,,
810,13.5,,529.68,,,,
811,13.5167,,317.17,,,,
812,13.5333,,516.97,,,,
813,13.55,,435.75,,,,
814,13.5667,,394.47,,,,
815,13.5833,,503.15,,,,
816,13.6,,404.37,,,,
817,13.6167,,303.72,,,,
818,13.6333,,733.84,,,,
819,13.65,,280.33,,,,
820,13.6667,,257.1,,,,
821,13.6833,,398.87,,,,
822,13.7,,331.81,,,,
823,13.7167,,494.98,,,,
824,13.7333,,527.3,,,,
825,13.75,,437.21,,,,
826,13.7667,,526.94,,,,
827,13.7833,,543.44,,,,
828,13.8,,491.5,,,,
829,13.8167,,440.23,,,,
830,13.8333,,549.66,,,,
831,13.85,,720.86,,,,
832,13.8667,,456.47,,,,
833,13.8833,,371.1,,,,
834,13.9,,420.34,,,,
835,13.9167,,715.54,,,,
836,13.9333,,714.18,,,,
837,13.95,,531.38,,,,
838,13.9667,,559.88,,,,
839,13.9833,,710.03,,,,
840,14.0,,130.23,,,,
841,14.0167,,203.02,,,,
842,14.0333,,168.27,,,,
843,14.05,,132.22,,,,
844,14.0667,,155.22,,,,
845,14.0833,,124.46,,,,
846,14.1,,92.85,,,,
847,14.1167,,117.34,,,,
848,14.1333,,155.31,,,,
849,14.15,,179.73,,,,
850,14.1667,,693.94,,,,
851,14.1833,,692.41,,,,
852,14.2,,690.87,,,,
853,14.2167,,682.69,,,,
854,14.2333,,686.62,,,,
855,14.25,,481.29,,,,
856,14.2667,,605.34,,,,
857,14.2833,,397.04,,,,
858,14.3,,437.73,,,,
859,14.3167,,524.26,,,,
860,14.3333,,409.2,,,,
861,14.35,,555.28,,,,
862,14.3667,,408.41,,,,
863,14.3833,,641.0,,,,
864,14.4,,320.72,,,,
865,14.4167,,507.67,,,,
866,14.4333,,341.27,,,,
867,14.45,,451.18,,,,
868,14.4667,,608.0,,,,
869,14.4833,,399.02,,,,
870,14.5,,263.61,,,,
871,14.5167,,452.01,,,,
872,14.5333,,347.53,,,,
873,14.55,,456.07,,,,
874,14.5667,,367.77,,,,
875,14.5833,,581.51,,,,
876,14.6,,650.57,,,,
877,14.6167,,648.75,,,,
878,14.6333,,552.2,,,,
879,14.65,,645.1,,,,
880,14.6667,,583.09,,,,
881,14.6833,,641.39,,,,
882,14.7,,618.1,,,,
883,14.7167,,497.59,,,,
884,14.7333,,635.76,,,,
885,14.75,,572.22,,,,
886,14.7667,,631.96,,,,
887,14.7833,,630.04,,,,
888,14.8,,628.11,,,,
889,14.8167,,603.2,,,,
890,14.8333,,481.37,,,,
891,14.85,,573.12,,,,
892,14.8667,,483.67,,,,
893,14.8833,,488.56,,,,
894,14.9,,396.94,,,,
895,14.9167,,172.5,,,,
896,14.9333,,143.38,,,,
897,14.95,,131.11,,,,
898,14.9667,,183.88,,,,
899,14.9833,,94.16,,,,
900,15.0,,282.28,,,,
901,15.0167,,329.34,,,,
902,15.0333,,427.06,,,,
903,15.05,,262.48,,,,
904,15.0667,,298.65,,,,
905,15.0833,,106.11,,,,
906,15.1,,71.93,,,,
907,15.1167,,115.13,,,,
908,15.1333,,146.51,,,,
909,15.15,,66.45,,,,
910,15.1667,,583.18,,,,
911,15.1833,,581.02,,,,
912,15.2,,578.86,,,,
913,15.2167,,447.52,,,,
914,15.2333,,574.5,,,,
915,15.25,,343.64,,,,
916,15.2667,,504.98,,,,
917,15.2833,,531.44,,,,
918,15.3,,551.23,,,,
919,15.3167,,563.45,,,,
920,15.3333,,561.21,,,,
921,15.35,,558.97,,,,
922,15.3667,,536.25,,,,
923,15.3833,,554.45,,,,
924,15.4,,552.17,,,,
925,15.4167,,376.39,,,,
926,15.4333,,451.3,,,,
927,15.45,,545.3,,,,
928,15.4667,,325.92,,,,
929,15.4833,,513.12,,,,
930,15.5,,410.77,,,,
931,15.5167,,316.2,,,,
932,15.5333,,501.83,,,,
933,15.55,,180.0,,,,
934,15.5667,,318.77,,,,
935,15.5833,,372.08,,,,
936,15.6,,175.68,,,,
937,15.6167,,357.7,,,,
938,15.6333,,269.25,,,,
939,15.65,,273.18,,,,
940,15.6667,,418.92,,,,
941,15.6833,,230.32,,,,
942,15.7,,452.1,,,,
943,15.7167,,222.41,,,,
944,15.7333,,226.13,,,,
945,15.75,,375.75,,,,
946,15.7667,,454.0,,,,
947,15.7833,,361.25,,,,
948,15.8,,345.49,,,,
949,15.8167,,207.24,,,,
950,15.8333,,330.81,,,,
951,15.85,,363.66,,,,
952,15.8667,,384.79,,,,
953,15.8833,,173.02,,,,
954,15.9,,229.52,,,,
955,15.9167,,406.88,,,,
956,15.9333,,362.02,,,,
957,15.95,,354.21,,,,
958,15.9667,,209.09,,,,
959,15.9833,,264.1,,,,
960,16.0,,272.44,,,,
961,16.0167,,252.87,,,,
962,16.0333,,315.51,,,,
963,16.05,,346.41,,,,
964,16.0667,,284.19,,,,
965,16.0833,,191.12,,,,
966,16.1,,318.84,,,,
967,16.1167,,181.11,,,,
968,16.1333,,290.69,,,,
969,16.15,,334.03,,,,
970,16.1667,,105.63,,,,
971,16.1833,,75.42,,,,
972,16.2,,129.05,,,,
973,16.2167,,88.61,,,,
974,16.2333,,68.75,,,,
975,16.25,,381.23,,,,
976,16.2667,,215.67,,,,
977,16.2833,,347.53,,,,
978,16.3,,256.93,,,,
979,16.3167,,273.06,,,,
980,16.3333,,411.68,,,,
981,16.35,,258.71,,,,
982,16.3667,,251.57,,,,
983,16.3833,,339.83,,,,
984,16.4,,133.03,,,,
985,16.4167,,398.0,,,,
986,16.4333,,241.23,,,,
987,16.45,,392.49,,,,
988,16.4667,,389.72,,,,
989,16.4833,,374.76,,,,
990,16.5,,384.17,,,,
991,16.5167,,381.38,,,,
992,16.5333,,361.42,,,,
993,16.55,,375.79,,,,
994,16.5667,,344.98,,,,
995,16.5833,,370.18,,,,
996,16.6,,367.36,,,,
997,16.6167,,276.32,,,,
998,16.6333,,213.42,,,,
999,16.65,,358.88,,,,
1000,16.6667,,293.03,,,,
1001,16.6833,,227.79,,,,
1002,16.7,,115.67,,,,
1003,16.7167,,167.04,,,,
1004,16.7333,,107.21,,,,
1005,16.75,,65.52,,,,
1006,16.7667,,94.47,,,,
1007,16.7833,,45.75,,,,
1008,16.8,,66.06,,,,
1009,16.8167,,32.09,,,,
1010,16.8333,,278.96,,,,
1011,16.85,,324.43,,,,
1012,16.8667,,208.18,,,,
1013,16.8833,,318.61,,,,
1014,16.9,,262.48,,,,
1015,16.9167,,49.4,,,,
1016,16.9333,,48.08,,,,
1017,16.95,,66.0,,,,
1018,16.9667,,73.9,,,,
1019,16.9833,,47.16,,,,
1020,17.0,,50.87,,,,
1021,17.0167,,64.18,,,,
1022,17.0333,,60.75,,,,
1023,17.05,,79.84,,,,
1024,17.0667,,51.71,,,,
1025,17.0833,,58.18,,,,
1026,17.1,,66.43,,,,
1027,17.1167,,61.67,,,,
1028,17.1333,,58.49,,,,
1029,17.15,,27.43,,,,
1030,17.1667,,31.64,,,,
1031,17.1833,,49.53,,,,
1032,17.2,,52.54,,,,
1033,17.2167,,45.16,,,,
1034,17.2333,,68.69,,,,
1035,17.25,,173.94,,,,
1036,17.2667,,179.6,,,,
1037,17.2833,,174.42,,,,
1038,17.3,,151.58,,,,
1039,17.3167,,145.06,,,,
1040,17.3333,,148.89,,,,
1041,17.35,,161.05,,,,
1042,17.3667,,173.06,,,,
1043,17.3833,,131.62,,,,
1044,17.4,,131.1,,,,
1045,17.4167,,25.27,,,,
1046,17.4333,,33.43,,,,
1047,17.45,,53.08,,,,
1048,17.4667,,48.7,,,,
1049,17.4833,,45.44,,,,
1050,17.5,,42.1,,,,
1051,17.5167,,33.13,,,,
1052,17.5333,,50.37,,,,
1053,17.55,,35.56,,,,
1054,17.5667,,40.45,,,,
1055,17.5833,,37.99,,,,
1056,17.6,,44.5,,,,
1057,17.6167,,18.72,,,,
1058,17.6333,,40.5,,,,
1059,17.65,,19.09,,,,
1060,17.6667,,127.29,,,,
1061,17.6833,,84.31,,,,
1062,17.7,,140.08,,,,
1063,17.7167,,108.16,,,,
1064,17.7333,,118.46,,,,
1065,17.75,,28.08,,,,
1066,17.7667,,50.66,,,,
1067,17.7833,,31.1,,,,
1068,17.8,,32.57,,,,
1069,17.8167,,16.64,,,,
1070,17.8333,,20.88,,,,
1071,17.85,,35.03,,,,
1072,17.8667,,17.57,,,,
1073,17.8833,,17.29,,,,
1074,17.9,,32.02,,,,
1075,17.9167,,114.74,,,,
1076,17.9333,,88.84,,,,
1077,17.95,,69.83,,,,
1078,17.9667,,70.21,,,,
1079,17.9833,,72.58,,,,
1080,18.0,,92.34,,,,
1081,18.0167,,49.51,,,,
1082,18.0333,,72.94,,,,
1083,18.05,,67.16,,,,
1084,18.0667,,48.09,,,,
1085,18.0833,,17.64,,,,
1086,18.1,,12.95,,,,
1087,18.1167,,15.13,,,,
1088,18.1333,,29.89,,,,
1089,18.15,,27.05,,,,
1090,18.1667,,12.8,,,,
1091,18.1833,,17.32,,,,
1092,18.2,,19.8,,,,
1093,18.2167,,11.93,,,,
1094,18.2333,,11.52,,,,
1095,18.25,,11.99,,,,
1096,18.2667,,16.35,,,,
1097,18.2833,,12.13,,,,
1098,18.3,,13.52,,,,
1099,18.3167,,20.33,,,,
1100,18.3333,,8.44,,,,
1101,18.35,,9.77,,,,
1102,18.3667,,11.08,,,,
1103,18.3833,,12.22,,,,
1104,18.4,,7.23,,,,
1105,18.4167,,4.18,,,,
1106,18.4333,,2.73,,,,
1107,18.45,,6.59,,,,
1108,18.4667,,5.25,,,,
1109,18.4833,,5.14,,,,
1110,18.5,,6.93,,,,
1111,18.5167,,4.61,,,,
1112,18.5333,,2.96,,,,
1113,18.55,,2.81,,,,
1114,18.5667,,3.19,,,,
1115,18.5833,,0.0,,,,
1116,18.6,,0.0,,,,
1117,18.6167,,0.0,,,,
1118,18.6333,,0.0,,,,
1119,18.65,,0.0,,,,
1120,18.6667,,0.0,,,,
1121,18.6833,,0.0,,,,
1122,18.7,,0.0,,,,
1123,18.7167,,0.0,,,,
1124,18.7333,,0.0,,,,
1125,18.75,,0.0,,,,
1126,18.7667,,0.0,,,,
1127,18.7833,,0.0,,,,
1128,18.8,,0.0,,,,
1129,18.8167,,0.0,,,,
1130,18.8333,,0.0,,,,
1131,18.85,,0.0,,,,
1132,18.8667,,0.0,,,,
1133,18.8833,,0.0,,,,
1134,18.9,,0.0,,,,
1135,18.9167,,0.0,,,,
1136,18.9333,,0.0,,,,
1137,18.95,,0.0,,,,
1138,18.9667,,0.0,,,,
1139,18.9833,,0.0,,,,
1140,19.0,,0.0,,,,
1141,19.0167,,0.0,,,,
1142,19.0333,,0.0,,,,
1143,19.05,,0.0,,,,
1144,19.0667,,0.0,,,,
1145,19.0833,,0.0,,,,
1146,19.1,,0.0,,,,
1147,19.1167,,0.0,,,,
1148,19.1333,,0.0,,,,
1149,19.15,,0.0,,,,
1150,19.1667,,0.0,,,,
1151,19.1833,,0.0,,,,
1152,19.2,,0.0,,,,
1153,19.2167,,0.0,,,,
1154,19.2333,,0.0,,,,
1155,19.25,,0.0,,,,
1156,19.2667,,0.0,,,,
1157,19.2833,,0.0,,,,
1158,19.3,,0.0,,,,
1159,19.3167,,0.0,,,,
1160,19.3333,,0.0,,,,
1161,19.35,,0.0,,,,
1162,19.3667,,0.0,,,,
1163,19.3833,,0.0,,,,
1164,19.4,,0.0,,,,
1165,19.4167,,0.0,,,,
1166,19.4333,,0.0,,,,
1167,19.45,,0.0,,,,
1168,19.4667,,0.0,,,,
1169,19.4833,,0.0,,,,
1170,19.5,,0.0,,,,
1171,19.5167,,0.0,,,,
1172,19.5333,,0.0,,,,
1173,19.55,,0.0,,,,
1174,19.5667,,0.0,,,,
1175,19.5833,,0.0,,,,
1176,19.6,,0.0,,,,
1177,19.6167,,0.0,,,,
1178,19.6333,,0.0,,,,
1179,19.65,,0.0,,,,
1180,19.6667,,0.0,,,,
1181,19.6833,,0.0,,,,
1182,19.7,,0.0,,,,
1183,19.7167,,0.0,,,,
1184,19.7333,,0.0,,,,
1185,19.75,,0.0,,,,
1186,19.7667,,0.0,,,,
1187,19.7833,,0.0,,,,
1188,19.8,,0.0,,,,
1189,19.8167,,0.0,,,,
1190,19.8333,,0.0,,,,
1191,19.85,,0.0,,,,
1192,19.8667,,0.0,,,,
1193,19.8833,,0.0,,,,
1194,19.9,,0.0,,,,
1195,19.9167,,0.0,,,,
1196,19.9333,,0.0,,,,
1197,19.95,,0.0,,,,
1198,19.9667,,0.0,,,,
1199,19.9833,,0.0,,,,
1200,20.0,,0.0,,,,
1201,20.0167,,0.0,,,,
1202,20.0333,,0.0,,,,
1203,20.05,,0.0,,,,
1204,20.0667,,0.0,,,,
1205,20.0833,,0.0,,,,
1206,20.1,,0.0,,,,
1207,20.1167,,0.0,,,,
1208,20.1333,,0.0,,,,
1209,20.15,,0.0,,,,
1210,20.1667,,0.0,,,,
1211,20.1833,,0.0,,,,
1212,20.2,,0.0,,,,
1213,20.2167,,0.0,,,,
1214,20.2333,,0.0,,,,
1215,20.25,,0.0,,,,
1216,20.2667,,0.0,,,,
1217,20.2833,,0.0,,,,
1218,20.3,,0.0,,,,
1219,20.3167,,0.0,,,,
1220,20.3333,,0.0,,,,
1221,20.35,,0.0,,,,
1222,20.3667,,0.0,,,,
1223,20.3833,,0.0,,,,
1224,20.4,,0.0,,,,
1225,20.4167,,0.0,,,,
1226,20.4333,,0.0,,,,
1227,20.45,,0.0,,,,
1228,20.4667,,0.0,,,,
1229,20.4833,,0.0,,,,
1230,20.5,,0.0,,,,
1231,20.5167,,0.0,,,,
1232,20.5333,,0.0,,,,
1233,20.55,,0.0,,,,
1234,20.5667,,0.0,,,,
1235,20.5833,,0.0,,,,
1236,20.6,,0.0,,,,
1237,20.6167,,0.0,,,,
1238,20.6333,,0.0,,,,
1239,20.65,,0.0,,,,
1240,20.6667,,0.0,,,,
1241,20.6833,,0.0,,,,
1242,20.7,,0.0,,,,
1243,20.7167,,0.0,,,,
1244,20.7333,,0.0,,,,
1245,20.75,,0.0,,,,
1246,20.7667,,0.0,,,,
1247,20.7833,,0.0,,,,
1248,20.8,,0.0,,,,
1249,20.8167,,0.0,,,,
1250,20.8333,,0.0,,,,
1251,20.85,,0.0,,,,
1252,20.8667,,0.0,,,,
1253,20.8833,,0.0,,,,
1254,20.9,,0.0,,,,
1255,20.9167,,0.0,,,,
1256,20.9333,,0.0,,,,
1257,20.95,,0.0,,,,
1258,20.9667,,0.0,,,,
1259,20.9833,,0.0,,,,
1260,21.0,,0.0,,,,
1261,21.0167,,0.0,,,,
1262,21.0333,,0.0,,,,
1263,21.05,,0.0,,,,
1264,21.0667,,0.0,,,,
1265,21.0833,,0.0,,,,
1266,21.1,,0.0,,,,
1267,21.1167,,0.0,,,,
1268,21.1333,,0.0,,,,
1269,21.15,,0.0,,,,
1270,21.1667,,0.0,,,,
1271,21.1833,,0.0,,,,
1272,21.2,,0.0,,,,
1273,21.2167,,0.0,,,,
1274,21.2333,,0.0,,,,
1275,21.25,,0.0,,,,
1276,21.2667,,0.0,,,,
1277,21.2833,,0.0,,,,
1278,21.3,,0.0,,,,
1279,21.3167,,0.0,,,,
1280,21.3333,,0.0,,,,
1281,21.35,,0.0,,,,
1282,21.3667,,0.0,,,,
1283,21.3833,,0.0,,,,
1284,21.4,,0.0,,,,
1285,21.4167,,0.0,,,,
1286,21.4333,,0.0,,,,
1287,21.45,,0.0,,,,
1288,21.4667,,0.0,,,,
1289,21.4833,,0.0,,,,
1290,21.5,,0.0,,,,
1291,21.5167,,0.0,,,,
1292,21.5333,,0.0,,,,
1293,21.55,,0.0,,,,
1294,21.5667,,0.0,,,,
1295,21.5833,,0.0,,,,
1296,21.6,,0.0,,,,
1297,21.6167,,0.0,,,,
1298,21.6333,,0.0,,,,
1299,21.65,,0.0,,,,
1300,21.6667,,0.0,,,,
1301,21.6833,,0.0,,,,
1302,21.7,,0.0,,,,
1303,21.7167,,0.0,,,,
1304,21.7333,,0.0,,,,
1305,21.75,,0.0,,,,
1306,21.7667,,0.0,,,,
1307,21.7833,,0.0,,,,
1308,21.8,,0.0,,,,
1309,21.8167,,0.0,,,,
1310,21.8333,,0.0,,,,
1311,21.85,,0.0,,,,
1312,21.8667,,0.0,,,,
1313,21.8833,,0.0,,,,
1314,21.9,,0.0,,,,
1315,21.9167,,0.0,,,,
1316,21.9333,,0.0,,,,
1317,21.95,,0.0,,,,
1318,21.9667,,0.0,,,,
1319,21.9833,,0.0,,,,
1320,22.0,,0.0,,,,
1321,22.0167,,0.0,,,,
1322,22.0333,,0.0,,,,
1323,22.05,,0.0,,,,
1324,22.0667,,0.0,,,,
1325,22.0833,,0.0,,,,
1326,22.1,,0.0,,,,
1327,22.1167,,0.0,,,,
1328,22.1333,,0.0,,,,
1329,22.15,,0.0,,,,
1330,22.1667,,0.0,,,,
1331,22.1833,,0.0,,,,
1332,22.2,,0.0,,,,
1333,22.2167,,0.0,,,,
1334,22.2333,,0.0,,,,
1335,22.25,,0.0,,,,
1336,22.2667,,0.0,,,,
1337,22.2833,,0.0,,,,
1338,22.3,,0.0,,,,
1339,22.3167,,0.0,,,,
1340,22.3333,,0.0,,,,
1341,22.35,,0.0,,,,
1342,22.3667,,0.0,,,,
1343,22.3833,,0.0,,,,
1344,22.4,,0.0,,,,
1345,22.4167,,0.0,,,,
1346,22.4333,,0.0,,,,
1347,22.45,,0.0,,,,
1348,22.4667,,0.0,,,,
1349,22.4833,,0.0,,,,
1350,22.5,,0.0,,,,
1351,22.5167,,0.0,,,,
1352,22.5333,,0.0,,,,
1353,22.55,,0.0,,,,
1354,22.5667,,0.0,,,,
1355,22.5833,,0.0,,,,
1356,22.6,,0.0,,,,
1357,22.6167,,0.0,,,,
1358,22.6333,,0.0,,,,
1359,22.65,,0.0,,,,
1360,22.6667,,0.0,,,,
1361,22.6833,,0.0,,,,
1362,22.7,,0.0,,,,
1363,22.7167,,0.0,,,,
1364,22.7333,,0.0,,,,
1365,22.75,,0.0,,,,
1366,22.7667,,0.0,,,,
1367,22.7833,,0.0,,,,
1368,22.8,,0.0,,,,
1369,22.8167,,0.0,,,,
1370,22.8333,,0.0,,,,
1371,22.85,,0.0,,,,
1372,22.8667,,0.0,,,,
1373,22.8833,,0.0,,,,
1374,22.9,,0.0,,,,
1375,22.9167,,0.0,,,,
1376,22.9333,,0.0,,,,
1377,22.95,,0.0,,,,
1378,22.9667,,0.0,,,,
1379,22.9833,,0.0,,,,
1380,23.0,,0.0,,,,
1381,23.0167,,0.0,,,,
1382,23.0333,,0.0,,,,
1383,23.05,,0.0,,,,
1384,23.0667,,0.0,,,,
1385,23.0833,,0.0,,,,
1386,23.1,,0.0,,,,
1387,23.1167,,0.0,,,,
1388,23.1333,,0.0,,,,
1389,23.15,,0.0,,,,
1390,23.1667,,0.0,,,,
1391,23.1833,,0.0,,,,
1392,23.2,,0.0,,,,
1393,23.2167,,0.0,,,,
1394,23.2333,,0.0,,,,
1395,23.25,,0.0,,,,
1396,23.2667,,0.0,,,,
1397,23.2833,,0.0,,,,
1398,23.3,,0.0,,,,
1399,23.3167,,0.0,,,,
1400,23.3333,,0.0,,,,
1401,23.35,,0.0,,,,
1402,23.3667,,0.0,,,,
1403,23.3833,,0.0,,,,
1404,23.4,,0.0,,,,
1405,23.4167,,0.0,,,,
1406,23.4333,,0.0,,,,
1407,23.45,,0.0,,,,
1408,23.4667,,0.0,,,,
1409,23.4833,,0.0,,,,
1410,23.5,,0.0,,,,
1411,23.5167,,0.0,,,,
1412,23.5333,,0.0,,,,
1413,23.55,,0.0,,,,
1414,23.5667,,0.0,,,,
1415,23.5833,,0.0,,,,
1416,23.6,,0.0,,,,
1417,23.6167,,0.0,,,,
1418,23.6333,,0.0,,,,
1419,23.65,,0.0,,,,
1420,23.6667,,0.0,,,,
1421,23.6833,,0.0,,,,
1422,23.7,,0.0,,,,
1423,23.7167,,0.0,,,,
1424,23.7333,,0.0,,,,
1425,23.75,,0.0,,,,
1426,23.7667,,0.0,,,,
1427,23.7833,,0.0,,,,
1428,23.8,,0.0,,,,
1429,23.8167,,0.0,,,,
1430,23.8333,,0.0,,,,
1431,23.85,,0.0,,,,
1432,23.8667,,0.0,,,,
1433,23.8833,,0.0,,,,
1434,23.9,,0.0,,,,
1435,23.9167,,0.0,,,,
1436,23.9333,,0.0,,,,
1437,23.95,,0.0,,,,
1438,23.9667,,0.0,,,,
1439,23.9833,,0.0,,,,
0,0.0,,,0.0,,,
1,0.0167,,,0.0,,,
2,0.0333,,,0.0,,,
3,0.05,,,0.0,,,
4,0.0667,,,0.0,,,
5,0.0833,,,0.0,,,
6,0.1,,,0.0,,,
7,0.1167,,,0.0,,,
8,0.1333,,,0.0,,,
9,0.15,,,0.0,,,
10,0.1667,,,0.0,,,
11,0.1833,,,0.0,,,
12,0.2,,,0.0,,,
13,0.2167,,,0.0,,,
14,0.2333,,,0.0,,,
15,0.25,,,0.0,,,
16,0.2667,,,0.0,,,
17,0.2833,,,0.0,,,
18,0.3,,,0.0,,,
19,0.3167,,,0.0,,,
20,0.3333,,,0.0,,,
21,0.35,,,0.0,,,
22,0.3667,,,0.0,,,
23,0.3833,,,0.0,,,
24,0.4,,,0.0,,,
25,0.4167,,,0.0,,,
26,0.4333,,,0.0,,,
27,0.45,,,0.0,,,
28,0.4667,,,0.0,,,
29,0.4833,,,0.0,,,
30,0.5,,,0.0,,,
31,0.5167,,,0.0,,,
32,0.5333,,,0.0,,,
33,0.55,,,0.0,,,
34,0.5667,,,0.0,,,
35,0.5833,,,0.0,,,
36,0.6,,,0.0,,,
37,0.6167,,,0.0,,,
38,0.6333,,,0.0,,,
39,0.65,,,0.0,,,
40,0.6667,,,0.0,,,
41,0.6833,,,0.0,,,
42,0.7,,,0.0,,,
43,0.7167,,,0.0,,,
44,0.7333,,,0.0,,,
45,0.75,,,0.0,,,
46,0.7667,,,0.0,,,
47,0.7833,,,0.0,,,
48,0.8,,,0.0,,,
49,0.8167,,,0.0,,,
50,0.8333,,,0.0,,,
51,0.85,,,0.0,,,
52,0.8667,,,0.0,,,
53,0.8833,,,0.0,,,
54,0.9,,,0.0,,,
55,0.9167,,,0.0,,,
56,0.9333,,,0.0,,,
57,0.95,,,0.0,,,
58,0.9667,,,0.0,,,
59,0.9833,,,0.0,,,
60,1.0,,,0.0,,,
61,1.0167,,,0.0,,,
62,1.0333,,,0.0,,,
63,1.05,,,0.0,,,
64,1.0667,,,0.0,,,
65,1.0833,,,0.0,,,
66,1.1,,,0.0,,,
67,1.1167,,,0.0,,,
68,1.1333,,,0.0,,,
69,1.15,,,0.0,,,
70,1.1667,,,0.0,,,
71,1.1833,,,0.0,,,
72,1.2,,,0.0,,,
73,1.2167,,,0.0,,,
74,1.2333,,,0.0,,,
75,1.25,,,0.0,,,
76,1.2667,,,0.0,,,
77,1.2833,,,0.0,,,
78,1.3,,,0.0,,,
79,1.3167,,,0.0,,,
80,1.3333,,,0.0,,,
81,1.35,,,0.0,,,
82,1.3667,,,0.0,,,
83,1.3833,,,0.0,,,
84,1.4,,,0.0,,,
85,1.4167,,,0.0,,,
86,1.4333,,,0.0,,,
87,1.45,,,0.0,,,
88,1.4667,,,0.0,,,
89,1.4833,,,0.0,,,
90,1.5,,,0.0,,,
91,1.5167,,,0.0,,,
92,1.5333,,,0.0,,,
93,1.55,,,0.0,,,
94,1.5667,,,0.0,,,
95,1.5833,,,0.0,,,
96,1.6,,,0.0,,,
97,1.6167,,,0.0,,,
98,1.6333,,,0.0,,,
99,1.65,,,0.0,,,
100,1.6667,,,0.0,,,
101,1.6833,,,0.0,,,
102,1.7,,,0.0,,,
103,1.7167,,,0.0,,,
104,1.7333,,,0.0,,,
105,1.75,,,0.0,,,
106,1.7667,,,0.0,,,
107,1.7833,,,0.0,,,
108,1.8,,,0.0,,,
109,1.8167,,,0.0,,,
110,1.8333,,,0.0,,,
111,1.85,,,0.0,,,
112,1.8667,,,0.0,,,
113,1.8833,,,0.0,,,
114,1.9,,,0.0,,,
115,1.9167,,,0.0,,,
116,1.9333,,,0.0,,,
117,1.95,,,0.0,,,
118,1.9667,,,0.0,,,
119,1.9833,,,0.0,,,
120,2.0,,,0.0,,,
121,2.0167,,,0.0,,,
122,2.0333,,,0.0,,,
123,2.05,,,0.0,,,
124,2.0667,,,0.0,,,
125,2.0833,,,0.0,,,
126,2.1,,,0.0,,,
127,2.1167,,,0.0,,,
128,2.1333,,,0.0,,,
129,2.15,,,0.0,,,
130,2.1667,,,0.0,,,
131,2.1833,,,0.0,,,
132,2.2,,,0.0,,,
133,2.2167,,,0.0,,,
134,2.2333,,,0.0,,,
135,2.25,,,0.0,,,
136,2.2667,,,0.0,,,
137,2.2833,,,0.0,,,
138,2.3,,,0.0,,,
139,2.3167,,,0.0,,,
140,2.3333,,,0.0,,,
141,2.35,,,0.0,,,
142,2.3667,,,0.0,,,
143,2.3833,,,0.0,,,
144,2.4,,,0.0,,,
145,2.4167,,,0.0,,,
146,2.4333,,,0.0,,,
147,2.45,,,0.0,,,
148,2.4667,,,0.0,,,
149,2.4833,,,0.0,,,
150,2.5,,,0.0,,,
151,2.5167,,,0.0,,,
152,2.5333,,,0.0,,,
153,2.55,,,0.0,,,
154,2.5667,,,0.0,,,
155,2.5833,,,0.0,,,
156,2.6,,,0.0,,,
157,2.6167,,,0.0,,,
158,2.6333,,,0.0,,,
