doy,month,minute,hour,ghi_wm2
54,2,1425,23.75,0.0
54,2,1426,23.7667,0.0
54,2,1427,23.7833,0.0
54,2,1428,23.8,0.0
54,2,1429,23.8167,0.0
54,2,1430,23.8333,0.0
54,2,1431,23.85,0.0
54,2,1432,23.8667,0.0
54,2,1433,23.8833,0.0
54,2,1434,23.9,0.0
54,2,1435,23.9167,0.0
54,2,1436,23.9333,0.0
54,2,1437,23.95,0.0
54,2,1438,23.9667,0.0
54,2,1439,23.9833,0.0
55,2,0,0.0,0.0
55,2,1,0.0167,0.0
55,2,2,0.0333,0.0
55,2,3,0.05,0.0
55,2,4,0.0667,0.0
55,2,5,0.0833,0.0
55,2,6,0.1,0.0
55,2,7,0.1167,0.0
55,2,8,0.1333,0.0
55,2,9,0.15,0.0
55,2,10,0.1667,0.0
55,2,11,0.1833,0.0
55,2,12,0.2,0.0
55,2,13,0.2167,0.0
55,2,14,0.2333,0.0
55,2,15,0.25,0.0
55,2,16,0.2667,0.0
55,2,17,0.2833,0.0
55,2,18,0.3,0.0
55,2,19,0.3167,0.0
55,2,20,0.3333,0.0
55,2,21,0.35,0.0
55,2,22,0.3667,0.0
55,2,23,0.3833,0.0
55,2,24,0.4,0.0
55,2,25,0.4167,0.0
55,2,26,0.4333,0.0
55,2,27,0.45,0.0
55,2,28,0.4667,0.0
55,2,29,0.4833,0.0
55,2,30,0.5,0.0
55,2,31,0.5167,0.0
55,2,32,0.5333,0.0
55,2,33,0.55,0.0
55,2,34,0.5667,0.0
55,2,35,0.5833,0.0
55,2,36,0.6,0.0
55,2,37,0.6167,0.0
55,2,38,0.6333,0.0
55,2,39,0.65,0.0
55,2,40,0.6667,0.0
55,2,41,0.6833,0.0
55,2,42,0.7,0.0
55,2,43,0.7167,0.0
55,2,44,0.7333,0.0
55,2,45,0.75,0.0
55,2,46,0.7667,0.0
55,2,47,0.7833,0.0
55,2,48,0.8,0.0
55,2,49,0.8167,0.0
55,2,50,0.8333,0.0
55,2,51,0.85,0.0
55,2,52,0.8667,0.0
55,2,53,0.8833,0.0
55,2,54,0.9,0.0
55,2,55,0.9167,0.0
55,2,56,0.9333,0.0
55,2,57,0.95,0.0
55,2,58,0.9667,0.0
55,2,59,0.9833,0.0
55,2,60,1.0,0.0
55,2,61,1.0167,0.0
55,2,62,1.0333,0.0
55,2,63,1.05,0.0
55,2,64,1.0667,0.0
55,2,65,1.0833,0.0
55,2,66,1.1,0.0
55,2,67,1.1167,0.0
55,2,68,1.1333,0.0
55,2,69,1.15,0.0
55,2,70,1.1667,0.0
55,2,71,1.1833,0.0
55,2,72,1.2,0.0
55,2,73,1.2167,0.0
55,2,74,1.2333,0.0
55,2,75,1.25,0.0
55,2,76,1.2667,0.0
55,2,77,1.2833,0.0
55,2,78,1.3,0.0
55,2,79,1.3167,0.0
55,2,80,1.3333,0.0
55,2,81,1.35,0.0
55,2,82,1.3667,0.0
55,2,83,1.3833,0.0
55,2,84,1.4,0.0
55,2,85,1.4167,0.0
55,2,86,1.4333,0.0
55,2,87,1.45,0.0
55,2,88,1.4667,0.0
55,2,89,1.4833,0.0
55,2,90,1.5,0.0
55,2,91,1.5167,0.0
55,2,92,1.5333,0.0
55,2,93,1.55,0.0
55,2,94,1.5667,0.0
55,2,95,1.5833,0.0
55,2,96,1.6,0.0
55,2,97,1.6167,0.0
55,2,98,1.6333,0.0
55,2,99,1.65,0.0
55,2,100,1.6667,0.0
55,2,101,1.6833,0.0
55,2,102,1.7,0.0
55,2,103,1.7167,0.0
55,2,104,1.7333,0.0
55,2,105,1.75,0.0
55,2,106,1.7667,0.0
55,2,107,1.7833,0.0
55,2,108,1.8,0.0
55,2,109,1.8167,0.0
55,2,110,1.8333,0.0
55,2,111,1.85,0.0
55,2,112,1.8667,0.0
55,2,113,1.8833,0.0
55,2,114,1.9,0.0
55,2,115,1.9167,0.0
55,2,116,1.9333,0.0
55,2,117,1.95,0.0
55,2,118,1.9667,0.0
55,2,119,1.9833,0.0
55,2,120,2.0,0.0
55,2,121,2.0167,0.0
55,2,122,2.0333,0.0
55,2,123,2.05,0.0
55,2,124,2.0667,0.0
55,2,125,2.0833,0.0
55,2,126,2.1,0.0
55,2,127,2.1167,0.0
55,2,128,2.1333,0.0
55,2,129,2.15,0.0
55,2,130,2.1667,0.0
55,2,131,2.1833,0.0
55,2,132,2.2,0.0
55,2,133,2.2167,0.0
55,2,134,2.2333,0.0
55,2,135,2.25,0.0
55,2,136,2.2667,0.0
55,2,137,2.2833,0.0
55,2,138,2.3,0.0
55,2,139,2.3167,0.0
55,2,140,2.3333,0.0
55,2,141,2.35,0.0
55,2,142,2.3667,0.0
55,2,143,2.3833,0.0
55,2,144,2.4,0.0
55,2,145,2.4167,0.0
55,2,146,2.4333,0.0
55,2,147,2.45,0.0
55,2,148,2.4667,0.0
55,2,149,2.4833,0.0
55,2,150,2.5,0.0
55,2,151,2.5167,0.0
55,2,152,2.5333,0.0
55,2,153,2.55,0.0
55,2,154,2.5667,0.0
55,2,155,2.5833,0.0
55,2,156,2.6,0.0
55,2,157,2.6167,0.0
55,2,158,2.6333,0.0
55,2,159,2.65,0.0
55,2,160,2.6667,0.0
55,2,161,2.6833,0.0
55,2,162,2.7,0.0
55,2,163,2.7167,0.0
55,2,164,2.7333,0.0
55,2,165,2.75,0.0
55,2,166,2.7667,0.0
55,2,167,2.7833,0.0
55,2,168,2.8,0.0
55,2,169,2.8167,0.0
55,2,170,2.8333,0.0
55,2,171,2.85,0.0
55,2,172,2.8667,0.0
55,2,173,2.8833,0.0
55,2,174,2.9,0.0
55,2,175,2.9167,0.0
55,2,176,2.9333,0.0
55,2,177,2.95,0.0
55,2,178,2.9667,0.0
55,2,179,2.9833,0.0
55,2,180,3.0,0.0
55,2,181,3.0167,0.0
55,2,182,3.0333,0.0
55,2,183,3.05,0.0
55,2,184,3.0667,0.0
55,2,185,3.0833,0.0
55,2,186,3.1,0.0
55,2,187,3.1167,0.0
55,2,188,3.1333,0.0
55,2,189,3.15,0.0
55,2,190,3.1667,0.0
55,2,191,3.1833,0.0
55,2,192,3.2,0.0
55,2,193,3.2167,0.0
55,2,194,3.2333,0.0
55,2,195,3.25,0.0
55,2,196,3.2667,0.0
55,2,197,3.2833,0.0
55,2,198,3.3,0.0
55,2,199,3.3167,0.0
55,2,200,3.3333,0.0
55,2,201,3.35,0.0
55,2,202,3.3667,0.0
55,2,203,3.3833,0.0
55,2,204,3.4,0.0
55,2,205,3.4167,0.0
55,2,206,3.4333,0.0
55,2,207,3.45,0.0
55,2,208,3.4667,0.0
55,2,209,3.4833,0.0
55,2,210,3.5,0.0
55,2,211,3.5167,0.0
55,2,212,3.5333,0.0
55,2,213,3.55,0.0
55,2,214,3.5667,0.0
55,2,215,3.5833,0.0
55,2,216,3.6,0.0
55,2,217,3.6167,0.0
55,2,218,3.6333,0.0
55,2,219,3.65,0.0
55,2,220,3.6667,0.0
55,2,221,3.6833,0.0
55,2,222,3.7,0.0
55,2,223,3.7167,0.0
55,2,224,3.7333,0.0
55,2,225,3.75,0.0
55,2,226,3.7667,0.0
55,2,227,3.7833,0.0
55,2,228,3.8,0.0
55,2,229,3.8167,0.0
55,2,230,3.8333,0.0
55,2,231,3.85,0.0
55,2,232,3.8667,0.0
55,2,233,3.8833,0.0
55,2,234,3.9,0.0
55,2,235,3.9167,0.0
55,2,236,3.9333,0.0
55,2,237,3.95,0.0
55,2,238,3.9667,0.0
55,2,239,3.9833,0.0
55,2,240,4.0,0.0
55,2,241,4.0167,0.0
55,2,242,4.0333,0.0
55,2,243,4.05,0.0
55,2,244,4.0667,0.0
55,2,245,4.0833,0.0
55,2,246,4.1,0.0
55,2,247,4.1167,0.0
55,2,248,4.1333,0.0
55,2,249,4.15,0.0
55,2,250,4.1667,0.0
55,2,251,4.1833,0.0
55,2,252,4.2,0.0
55,2,253,4.2167,0.0
55,2,254,4.2333,0.0
55,2,255,4.25,0.0
55,2,256,4.2667,0.0
55,2,257,4.2833,0.0
55,2,258,4.3,0.0
55,2,259,4.3167,0.0
55,2,260,4.3333,0.0
55,2,261,4.35,0.0
55,2,262,4.3667,0.0
55,2,263,4.3833,0.0
55,2,264,4.4,0.0
55,2,265,4.4167,0.0
55,2,266,4.4333,0.0
55,2,267,4.45,0.0
55,2,268,4.4667,0.0
55,2,269,4.4833,0.0
55,2,270,4.5,0.0
55,2,271,4.5167,0.0
55,2,272,4.5333,0.0
55,2,273,4.55,0.0
55,2,274,4.5667,0.0
55,2,275,4.5833,0.0
55,2,276,4.6,0.0
55,2,277,4.6167,0.0
55,2,278,4.6333,0.0
55,2,279,4.65,0.0
55,2,280,4.6667,0.0
55,2,281,4.6833,0.0
55,2,282,4.7,0.0
55,2,283,4.7167,0.0
55,2,284,4.7333,0.0
55,2,285,4.75,0.0
55,2,286,4.7667,0.0
55,2,287,4.7833,0.0
55,2,288,4.8,0.0
55,2,289,4.8167,0.0
55,2,290,4.8333,0.0
55,2,291,4.85,0.0
55,2,292,4.8667,0.0
55,2,293,4.8833,0.0
55,2,294,4.9,0.0
55,2,295,4.9167,0.0
55,2,296,4.9333,0.0
55,2,297,4.95,0.0
55,2,298,4.9667,0.0
55,2,299,4.9833,0.0
55,2,300,5.0,0.0
55,2,301,5.0167,0.0
55,2,302,5.0333,0.0
55,2,303,5.05,0.0
55,2,304,5.0667,0.0
55,2,305,5.0833,0.0
55,2,306,5.1,0.0
55,2,307,5.1167,0.0
55,2,308,5.1333,0.0
55,2,309,5.15,0.0
55,2,310,5.1667,0.0
55,2,311,5.1833,0.0
55,2,312,5.2,0.0
55,2,313,5.2167,0.0
55,2,314,5.2333,0.0
55,2,315,5.25,0.0
55,2,316,5.2667,0.0
55,2,317,5.2833,0.0
55,2,318,5.3,0.0
55,2,319,5.3167,0.0
55,2,320,5.3333,0.0
55,2,321,5.35,0.0
55,2,322,5.3667,0.0
55,2,323,5.3833,0.0
55,2,324,5.4,0.0
55,2,325,5.4167,0.0
55,2,326,5.4333,0.0
55,2,327,5.45,0.0
55,2,328,5.4667,0.0
55,2,329,5.4833,0.0
55,2,330,5.5,0.0
55,2,331,5.5167,0.0
55,2,332,5.5333,0.0
55,2,333,5.55,0.0
55,2,334,5.5667,0.0
55,2,335,5.5833,0.0
55,2,336,5.6,0.0
55,2,337,5.6167,0.0
55,2,338,5.6333,0.0
55,2,339,5.65,0.0
55,2,340,5.6667,0.0
55,2,341,5.6833,0.0
55,2,342,5.7,0.0
55,2,343,5.7167,0.0
55,2,344,5.7333,0.0
55,2,345,5.75,0.0
55,2,346,5.7667,0.0
55,2,347,5.7833,0.0
55,2,348,5.8,0.0
55,2,349,5.8167,0.0
55,2,350,5.8333,0.0
55,2,351,5.85,0.0
55,2,352,5.8667,0.0
55,2,353,5.8833,0.0
55,2,354,5.9,0.0
55,2,355,5.9167,0.0
55,2,356,5.9333,0.0
55,2,357,5.95,0.0
55,2,358,5.9667,0.0
55,2,359,5.9833,0.0
55,2,360,6.0,0.0
55,2,361,6.0167,0.0
55,2,362,6.0333,0.0
55,2,363,6.05,0.0
55,2,364,6.0667,0.0
55,2,365,6.0833,0.0
55,2,366,6.1,0.0
55,2,367,6.1167,0.0
55,2,368,6.1333,0.0
55,2,369,6.15,2.03
55,2,370,6.1667,4.47
55,2,371,6.1833,10.59
55,2,372,6.2,14.02
55,2,373,6.2167,16.03
55,2,374,6.2333,18.59
55,2,375,6.25,24.03
55,2,376,6.2667,27.37
55,2,377,6.2833,24.89
55,2,378,6.3,34.04
55,2,379,6.3167,37.37
55,2,380,6.3333,40.7
55,2,381,6.35,37.9
55,2,382,6.3667,43.25
55,2,383,6.3833,46.22
55,2,384,6.4,54.03
55,2,385,6.4167,38.94
55,2,386,6.4333,44.87
55,2,387,6.45,64.01
55,2,388,6.4667,66.33
55,2,389,6.4833,62.89
55,2,390,6.5,73.98
55,2,391,6.5167,77.3
55,2,392,6.5333,80.62
55,2,393,6.55,83.94
55,2,394,6.5667,87.26
55,2,395,6.5833,47.57
55,2,396,6.6,39.46
55,2,397,6.6167,75.18
55,2,398,6.6333,48.43
55,2,399,6.65,72.11
55,2,400,6.6667,107.11
55,2,401,6.6833,105.94
55,2,402,6.7,94.19
55,2,403,6.7167,117.01
55,2,404,6.7333,120.31
55,2,405,6.75,108.63
55,2,406,6.7667,100.4
55,2,407,6.7833,130.18
55,2,408,6.8,133.47
55,2,409,6.8167,115.24
55,2,410,6.8333,140.03
55,2,411,6.85,143.31
55,2,412,6.8667,121.7
55,2,413,6.8833,124.9
55,2,414,6.9,153.12
55,2,415,6.9167,132.86
55,2,416,6.9333,159.65
55,2,417,6.95,162.9
55,2,418,6.9667,112.41
55,2,419,6.9833,156.26
55,2,420,7.0,172.66
55,2,421,7.0167,133.6
55,2,422,7.0333,179.15
55,2,423,7.05,182.39
55,2,424,7.0667,185.62
55,2,425,7.0833,151.23
55,2,426,7.1,137.33
55,2,427,7.1167,189.49
55,2,428,7.1333,198.52
55,2,429,7.15,173.21
55,2,430,7.1667,157.19
55,2,431,7.1833,176.18
55,2,432,7.2,211.36
55,2,433,7.2167,174.95
55,2,434,7.2333,208.59
55,2,435,7.25,220.94
55,2,436,7.2667,165.04
55,2,437,7.2833,201.45
55,2,438,7.3,230.48
55,2,439,7.3167,233.65
55,2,440,7.3333,236.82
55,2,441,7.35,214.61
55,2,442,7.3667,182.0
55,2,443,7.3833,181.5
55,2,444,7.4,249.44
55,2,445,7.4167,149.73
55,2,446,7.4333,170.08
55,2,447,7.45,245.24
55,2,448,7.4667,185.74
55,2,449,7.4833,181.33
55,2,450,7.5,107.88
55,2,451,7.5167,89.76
55,2,452,7.5333,185.37
55,2,453,7.55,119.37
55,2,454,7.5667,214.21
55,2,455,7.5833,49.55
55,2,456,7.6,36.78
55,2,457,7.6167,80.1
55,2,458,7.6333,47.39
55,2,459,7.65,22.13
55,2,460,7.6667,299.07
55,2,461,7.6833,215.48
55,2,462,7.7,244.35
55,2,463,7.7167,293.67
55,2,464,7.7333,207.74
55,2,465,7.75,293.36
55,2,466,7.7667,170.61
55,2,467,7.7833,261.73
55,2,468,7.8,206.88
55,2,469,7.8167,243.75
55,2,470,7.8333,188.52
55,2,471,7.85,292.35
55,2,472,7.8667,308.56
55,2,473,7.8833,239.09
55,2,474,7.9,222.82
55,2,475,7.9167,344.21
55,2,476,7.9333,347.16
55,2,477,7.95,348.74
55,2,478,7.9667,336.49
55,2,479,7.9833,355.99
55,2,480,8.0,200.66
55,2,481,8.0167,87.48
55,2,482,8.0333,349.19
55,2,483,8.05,188.22
55,2,484,8.0667,288.11
55,2,485,8.0833,46.2
55,2,486,8.1,100.37
55,2,487,8.1167,121.9
55,2,488,8.1333,53.0
55,2,489,8.15,65.99
55,2,490,8.1667,387.79
55,2,491,8.1833,386.36
55,2,492,8.2,337.97
55,2,493,8.2167,387.24
55,2,494,8.2333,302.19
55,2,495,8.25,363.01
55,2,496,8.2667,282.12
55,2,497,8.2833,407.53
55,2,498,8.3,410.32
55,2,499,8.3167,413.1
55,2,500,8.3333,412.05
55,2,501,8.35,363.54
55,2,502,8.3667,409.52
55,2,503,8.3833,412.96
55,2,504,8.4,344.9
55,2,505,8.4167,333.93
55,2,506,8.4333,326.51
55,2,507,8.45,435.04
55,2,508,8.4667,435.99
55,2,509,8.4833,440.44
55,2,510,8.5,443.12
55,2,511,8.5167,302.34
55,2,512,8.5333,429.78
55,2,513,8.55,451.13
55,2,514,8.5667,453.78
55,2,515,8.5833,456.42
55,2,516,8.6,405.65
55,2,517,8.6167,394.91
55,2,518,8.6333,302.89
55,2,519,8.65,292.35
55,2,520,8.6667,469.48
55,2,521,8.6833,387.1
55,2,522,8.7,408.49
55,2,523,8.7167,325.7
55,2,524,8.7333,475.4
55,2,525,8.75,472.69
55,2,526,8.7667,484.85
55,2,527,8.7833,407.62
55,2,528,8.8,489.89
55,2,529,8.8167,423.88
55,2,530,8.8333,494.9
55,2,531,8.85,497.39
55,2,532,8.8667,415.22
55,2,533,8.8833,502.33
55,2,534,8.9,504.79
55,2,535,8.9167,425.46
55,2,536,8.9333,508.19
55,2,537,8.95,512.1
55,2,538,8.9667,453.17
55,2,539,8.9833,442.74
55,2,540,9.0,503.1
55,2,541,9.0167,332.85
55,2,542,9.0333,524.08
55,2,543,9.05,526.44
55,2,544,9.0667,469.18
55,2,545,9.0833,531.14
55,2,546,9.1,530.22
55,2,547,9.1167,535.79
55,2,548,9.1333,538.1
55,2,549,9.15,529.31
55,2,550,9.1667,542.69
55,2,551,9.1833,544.97
55,2,552,9.2,547.24
55,2,553,9.2167,549.49
55,2,554,9.2333,551.74
55,2,555,9.25,553.97
55,2,556,9.2667,445.86
55,2,557,9.2833,503.98
55,2,558,9.3,560.61
55,2,559,9.3167,361.88
55,2,560,9.3333,564.97
55,2,561,9.35,567.14
55,2,562,9.3667,517.58
55,2,563,9.3833,571.44
55,2,564,9.4,378.1
55,2,565,9.4167,575.69
55,2,566,9.4333,577.8
55,2,567,9.45,484.81
55,2,568,9.4667,581.98
55,2,569,9.4833,584.05
55,2,570,9.5,586.12
55,2,571,9.5167,588.17
55,2,572,9.5333,590.2
55,2,573,9.55,592.23
55,2,574,9.5667,594.25
55,2,575,9.5833,488.6
55,2,576,9.6,413.09
55,2,577,9.6167,373.97
55,2,578,9.6333,534.87
55,2,579,9.65,401.53
55,2,580,9.6667,606.08
55,2,581,9.6833,585.04
55,2,582,9.7,609.93
55,2,583,9.7167,589.94
55,2,584,9.7333,465.06
55,2,585,9.75,502.99
55,2,586,9.7667,617.48
55,2,587,9.7833,619.33
55,2,588,9.8,591.63
55,2,589,9.8167,623.01
55,2,590,9.8333,238.6
55,2,591,9.85,367.75
55,2,592,9.8667,376.41
55,2,593,9.8833,396.44
55,2,594,9.9,399.59
55,2,595,9.9167,590.82
55,2,596,9.9333,635.47
55,2,597,9.95,637.2
55,2,598,9.9667,634.26
55,2,599,9.9833,640.62
55,2,600,10.0,642.31
55,2,601,10.0167,499.29
55,2,602,10.0333,645.65
55,2,603,10.05,550.23
55,2,604,10.0667,648.95
55,2,605,10.0833,625.66
55,2,606,10.1,652.18
55,2,607,10.1167,653.78
55,2,608,10.1333,655.37
55,2,609,10.15,656.94
55,2,610,10.1667,658.5
55,2,611,10.1833,653.23
55,2,612,10.2,615.27
55,2,613,10.2167,643.57
55,2,614,10.2333,664.61
55,2,615,10.25,614.01
55,2,616,10.2667,576.03
55,2,617,10.2833,669.05
55,2,618,10.3,670.51
55,2,619,10.3167,660.25
55,2,620,10.3333,673.37
55,2,621,10.35,563.3
55,2,622,10.3667,676.19
55,2,623,10.3833,677.57
55,2,624,10.4,394.0
55,2,625,10.4167,680.3
55,2,626,10.4333,681.65
55,2,627,10.45,658.6
55,2,628,10.4667,684.29
55,2,629,10.4833,635.4
55,2,630,10.5,609.83
55,2,631,10.5167,688.16
55,2,632,10.5333,665.26
55,2,633,10.55,453.33
55,2,634,10.5667,691.91
55,2,635,10.5833,461.71
55,2,636,10.6,694.33
55,2,637,10.6167,695.52
55,2,638,10.6333,696.7
55,2,639,10.65,590.23
55,2,640,10.6667,699.02
55,2,641,10.6833,585.92
55,2,642,10.7,701.28
55,2,643,10.7167,702.38
55,2,644,10.7333,703.48
55,2,645,10.75,704.56
55,2,646,10.7667,519.25
55,2,647,10.7833,487.71
55,2,648,10.8,572.22
55,2,649,10.8167,708.73
55,2,650,10.8333,402.53
55,2,651,10.85,419.57
55,2,652,10.8667,526.62
55,2,653,10.8833,712.68
55,2,654,10.9,713.63
55,2,655,10.9167,714.57
55,2,656,10.9333,715.49
55,2,657,10.95,680.01
55,2,658,10.9667,591.36
55,2,659,10.9833,718.17
55,2,660,11.0,719.04
55,2,661,11.0167,622.87
55,2,662,11.0333,672.8
55,2,663,11.05,721.54
55,2,664,11.0667,722.35
55,2,665,11.0833,649.6
55,2,666,11.1,602.71
55,2,667,11.1167,724.68
55,2,668,11.1333,540.45
55,2,669,11.15,516.05
55,2,670,11.1667,670.08
55,2,671,11.1833,432.76
55,2,672,11.2,728.28
55,2,673,11.2167,728.95
55,2,674,11.2333,729.61
55,2,675,11.25,715.6
55,2,676,11.2667,730.89
55,2,677,11.2833,485.91
55,2,678,11.3,732.11
55,2,679,11.3167,468.32
55,2,680,11.3333,733.27
55,2,681,11.35,733.83
55,2,682,11.3667,734.37
55,2,683,11.3833,439.91
55,2,684,11.4,735.41
55,2,685,11.4167,735.91
55,2,686,11.4333,736.39
55,2,687,11.45,728.99
55,2,688,11.4667,667.47
55,2,689,11.4833,579.93
55,2,690,11.5,738.18
55,2,691,11.5167,738.59
55,2,692,11.5333,620.3
55,2,693,11.55,739.36
55,2,694,11.5667,537.74
55,2,695,11.5833,491.99
55,2,696,11.6,631.79
55,2,697,11.6167,409.46
55,2,698,11.6333,247.5
55,2,699,11.65,741.33
55,2,700,11.6667,571.5
55,2,701,11.6833,355.87
55,2,702,11.7,308.68
55,2,703,11.7167,600.29
55,2,704,11.7333,700.09
55,2,705,11.75,401.08
55,2,706,11.7667,594.69
55,2,707,11.7833,427.67
55,2,708,11.8,456.27
55,2,709,11.8167,437.5
55,2,710,11.8333,520.77
55,2,711,11.85,486.97
55,2,712,11.8667,493.96
55,2,713,11.8833,578.82
55,2,714,11.9,560.21
55,2,715,11.9167,111.86
55,2,716,11.9333,201.51
55,2,717,11.95,84.91
55,2,718,11.9667,142.28
55,2,719,11.9833,101.99
55,2,720,12.0,93.49
55,2,721,12.0167,143.39
55,2,722,12.0333,162.44
55,2,723,12.05,128.89
55,2,724,12.0667,162.84
55,2,725,12.0833,184.53
55,2,726,12.1,164.91
55,2,727,12.1167,171.9
55,2,728,12.1333,202.82
55,2,729,12.15,162.16
55,2,730,12.1667,271.5
55,2,731,12.1833,396.77
55,2,732,12.2,626.3
55,2,733,12.2167,450.32
55,2,734,12.2333,571.09
55,2,735,12.25,548.25
55,2,736,12.2667,259.94
55,2,737,12.2833,454.45
55,2,738,12.3,377.27
55,2,739,12.3167,675.25
55,2,740,12.3333,641.34
55,2,741,12.35,723.91
55,2,742,12.3667,628.39
55,2,743,12.3833,427.02
55,2,744,12.4,738.9
55,2,745,12.4167,541.68
55,2,746,12.4333,738.09
55,2,747,12.45,737.67
55,2,748,12.4667,737.23
55,2,749,12.4833,664.77
55,2,750,12.5,466.01
55,2,751,12.5167,691.12
55,2,752,12.5333,713.62
55,2,753,12.55,697.85
55,2,754,12.5667,550.2
55,2,755,12.5833,643.12
55,2,756,12.6,733.16
55,2,757,12.6167,732.58
55,2,758,12.6333,610.2
55,2,759,12.65,700.69
55,2,760,12.6667,730.77
55,2,761,12.6833,730.13
55,2,762,12.7,467.79
55,2,763,12.7167,574.47
55,2,764,12.7333,728.14
55,2,765,12.75,698.52
55,2,766,12.7667,539.51
55,2,767,12.7833,726.02
55,2,768,12.8,725.28
55,2,769,12.8167,624.87
55,2,770,12.8333,723.77
55,2,771,12.85,722.98
55,2,772,12.8667,722.19
55,2,773,12.8833,471.2
55,2,774,12.9,569.74
55,2,775,12.9167,719.72
55,2,776,12.9333,434.0
55,2,777,12.95,711.15
55,2,778,12.9667,612.55
55,2,779,12.9833,596.66
55,2,780,13.0,715.31
55,2,781,13.0167,680.87
55,2,782,13.0333,444.2
55,2,783,13.05,712.49
55,2,784,13.0667,672.1
55,2,785,13.0833,618.63
55,2,786,13.1,709.54
55,2,787,13.1167,686.39
55,2,788,13.1333,561.44
55,2,789,13.15,706.46
55,2,790,13.1667,705.41
55,2,791,13.1833,563.84
55,2,792,13.2,703.26
55,2,793,13.2167,702.16
55,2,794,13.2333,701.05
55,2,795,13.25,699.93
55,2,796,13.2667,698.79
55,2,797,13.2833,413.37
55,2,798,13.3,654.71
55,2,799,13.3167,695.29
55,2,800,13.3333,590.58
55,2,801,13.35,692.88
55,2,802,13.3667,691.66
55,2,803,13.3833,433.91
55,2,804,13.4,689.17
55,2,805,13.4167,433.32
55,2,806,13.4333,561.14
55,2,807,13.45,685.34
55,2,808,13.4667,580.76
55,2,809,13.4833,551.42
55,2,810,13.5,468.55
55,2,811,13.5167,507.55
55,2,812,13.5333,654.96
55,2,813,13.55,675.62
55,2,814,13.5667,501.78
55,2,815,13.5833,674.5
55,2,816,13.6,416.28
55,2,817,13.6167,671.66
55,2,818,13.6333,670.22
55,2,819,13.65,399.61
55,2,820,13.6667,667.29
55,2,821,13.6833,665.81
55,2,822,13.7,664.31
55,2,823,13.7167,662.8
55,2,824,13.7333,661.28
55,2,825,13.75,659.74
55,2,826,13.7667,536.61
55,2,827,13.7833,507.62
55,2,828,13.8,655.05
55,2,829,13.8167,577.75
55,2,830,13.8333,616.84
55,2,831,13.85,650.25
55,2,832,13.8667,648.62
55,2,833,13.8833,552.09
55,2,834,13.9,617.42
55,2,835,13.9167,407.14
55,2,836,13.9333,456.72
55,2,837,13.95,534.93
55,2,838,13.9667,490.11
55,2,839,13.9833,586.87
55,2,840,14.0,570.19
55,2,841,14.0167,523.44
55,2,842,14.0333,631.62
55,2,843,14.05,596.37
55,2,844,14.0667,628.07
55,2,845,14.0833,626.27
55,2,846,14.1,579.32
55,2,847,14.1167,475.97
55,2,848,14.1333,599.35
55,2,849,14.15,618.96
55,2,850,14.1667,603.08
55,2,851,14.1833,538.44
55,2,852,14.2,613.35
55,2,853,14.2167,611.45
55,2,854,14.2333,510.32
55,2,855,14.25,441.54
55,2,856,14.2667,605.69
55,2,857,14.2833,558.32
55,2,858,14.3,601.71
55,2,859,14.3167,599.82
55,2,860,14.3333,597.84
55,2,861,14.35,573.78
55,2,862,14.3667,593.84
55,2,863,14.3833,591.83
55,2,864,14.4,455.91
55,2,865,14.4167,587.76
55,2,866,14.4333,585.7
55,2,867,14.45,583.64
55,2,868,14.4667,581.56
55,2,869,14.4833,579.48
55,2,870,14.5,510.08
55,2,871,14.5167,575.27
55,2,872,14.5333,428.0
55,2,873,14.55,571.01
55,2,874,14.5667,568.86
55,2,875,14.5833,346.5
55,2,876,14.6,494.86
55,2,877,14.6167,562.36
55,2,878,14.6333,560.17
55,2,879,14.65,557.96
55,2,880,14.6667,555.75
55,2,881,14.6833,489.55
55,2,882,14.7,551.29
55,2,883,14.7167,549.04
55,2,884,14.7333,546.78
55,2,885,14.75,544.51
55,2,886,14.7667,542.23
55,2,887,14.7833,488.29
55,2,888,14.8,537.64
55,2,889,14.8167,535.33
55,2,890,14.8333,533.0
55,2,891,14.85,450.65
55,2,892,14.8667,414.15
55,2,893,14.8833,446.46
55,2,894,14.9,523.6
55,2,895,14.9167,434.25
55,2,896,14.9333,369.07
55,2,897,14.95,507.04
55,2,898,14.9667,328.77
55,2,899,14.9833,339.84
55,2,900,15.0,481.57
55,2,901,15.0167,506.75
55,2,902,15.0333,504.3
55,2,903,15.05,501.84
55,2,904,15.0667,455.02
55,2,905,15.0833,403.63
55,2,906,15.1,464.18
55,2,907,15.1167,333.04
55,2,908,15.1333,342.48
55,2,909,15.15,234.43
55,2,910,15.1667,286.44
55,2,911,15.1833,352.78
55,2,912,15.2,324.06
55,2,913,15.2167,244.07
55,2,914,15.2333,280.2
55,2,915,15.25,86.77
55,2,916,15.2667,100.94
55,2,917,15.2833,98.06
55,2,918,15.3,78.61
55,2,919,15.3167,100.51
55,2,920,15.3333,304.33
55,2,921,15.35,217.37
55,2,922,15.3667,340.04
55,2,923,15.3833,354.63
55,2,924,15.4,180.61
55,2,925,15.4167,445.27
55,2,926,15.4333,438.62
55,2,927,15.45,439.9
55,2,928,15.4667,328.68
55,2,929,15.4833,434.5
55,2,930,15.5,380.48
55,2,931,15.5167,338.39
55,2,932,15.5333,271.16
55,2,933,15.55,326.63
55,2,934,15.5667,420.84
55,2,935,15.5833,418.09
55,2,936,15.6,371.97
