doy,month,hour,ghi_hourly_wm2
59,2,4,0.0
59,2,5,0.0
59,2,6,65.93
59,2,7,154.82
59,2,8,367.65
59,2,9,513.44
59,2,10,493.03
59,2,11,552.31
59,2,12,579.91
59,2,13,576.68
59,2,14,507.21
59,2,15,368.72
59,2,16,220.02
59,2,17,44.12
59,2,18,0.0
59,2,19,0.0
59,2,20,0.0
59,2,21,0.0
59,2,22,0.0
59,2,23,0.0
60,3,0,0.0
60,3,1,0.0
60,3,2,0.0
60,3,3,0.0
60,3,4,0.0
60,3,5,0.76
60,3,6,99.17
60,3,7,233.41
60,3,8,338.42
60,3,9,477.21
60,3,10,318.17
60,3,11,538.11
60,3,12,544.26
60,3,13,478.01
60,3,14,448.55
60,3,15,356.57
60,3,16,274.05
60,3,17,88.26
60,3,18,3.95
60,3,19,0.0
60,3,20,0.0
60,3,21,0.0
60,3,22,0.0
60,3,23,0.0
61,3,0,0.0
61,3,1,0.0
61,3,2,0.0
61,3,3,0.0
61,3,4,0.0
61,3,5,0.64
61,3,6,97.26
61,3,7,213.0
61,3,8,274.27
61,3,9,357.23
61,3,10,626.56
61,3,11,680.06
61,3,12,538.64
61,3,13,384.78
61,3,14,350.04
61,3,15,280.28
61,3,16,273.84
61,3,17,89.48
61,3,18,1.42
61,3,19,0.0
61,3,20,0.0
61,3,21,0.0
61,3,22,0.0
61,3,23,0.0
62,3,0,0.0
62,3,1,0.0
62,3,2,0.0
62,3,3,0.0
62,3,4,0.0
62,3,5,0.8
62,3,6,88.21
62,3,7,209.06
62,3,8,263.59
62,3,9,386.55
62,3,10,360.38
62,3,11,391.39
62,3,12,620.28
62,3,13,327.17
62,3,14,357.02
62,3,15,224.11
62,3,16,115.63
62,3,17,95.18
62,3,18,2.24
62,3,19,0.0
62,3,20,0.0
62,3,21,0.0
62,3,22,0.0
62,3,23,0.0
63,3,0,0.0
63,3,1,0.0
63,3,2,0.0
63,3,3,0.0
63,3,4,0.0
63,3,5,0.14
63,3,6,105.64
63,3,7,235.42
63,3,8,393.07
63,3,9,442.96
63,3,10,399.39
63,3,11,452.26
63,3,12,593.08
63,3,13,516.33
63,3,14,519.89
63,3,15,248.51
63,3,16,253.35
63,3,17,54.76
63,3,18,3.66
63,3,19,0.0
63,3,20,0.0
63,3,21,0.0
63,3,22,0.0
63,3,23,0.0
64,3,0,0.0
64,3,1,0.0
64,3,2,0.0
64,3,3,0.0
64,3,4,0.0
64,3,5,0.78
64,3,6,99.56
64,3,7,174.1
64,3,8,374.87
64,3,9,352.72
64,3,10,619.34
64,3,11,425.13
64,3,12,461.45
64,3,13,575.45
64,3,14,484.5
64,3,15,237.64
64,3,16,186.08
64,3,17,67.11
64,3,18,3.64
64,3,19,0.0
64,3,20,0.0
64,3,21,0.0
64,3,22,0.0
64,3,23,0.0
65,3,0,0.0
65,3,1,0.0
65,3,2,0.0
65,3,3,0.0
65,3,4,0.0
65,3,5,0.76
65,3,6,76.62
65,3,7,209.82
65,3,8,186.89
65,3,9,435.17
65,3,10,428.68
65,3,11,450.43
65,3,12,606.58
65,3,13,450.44
65,3,14,402.92
65,3,15,237.95
65,3,16,172.79
65,3,17,99.55
65,3,18,3.47
65,3,19,0.0
65,3,20,0.0
65,3,21,0.0
65,3,22,0.0
65,3,23,0.0
66,3,0,0.0
66,3,1,0.0
66,3,2,0.0
66,3,3,0.0
66,3,4,0.0
66,3,5,0.5
66,3,6,71.66
66,3,7,215.03
66,3,8,303.57
66,3,9,439.34
66,3,10,559.51
66,3,11,498.09
66,3,12,377.55
66,3,13,431.31
66,3,14,449.99
66,3,15,371.74
66,3,16,268.97
66,3,17,72.59
66,3,18,2.75
66,3,19,0.0
66,3,20,0.0
66,3,21,0.0
66,3,22,0.0
66,3,23,0.0
67,3,0,0.0
67,3,1,0.0
67,3,2,0.0
67,3,3,0.0
67,3,4,0.0
67,3,5,0.81
67,3,6,84.47
67,3,7,260.3
67,3,8,335.97
67,3,9,491.55
67,3,10,527.78
67,3,11,561.2
67,3,12,524.09
67,3,13,611.74
67,3,14,485.19
67,3,15,343.16
67,3,16,239.33
67,3,17,81.06
67,3,18,1.08
67,3,19,0.0
67,3,20,0.0
67,3,21,0.0
67,3,22,0.0
67,3,23,0.0
68,3,0,0.0
68,3,1,0.0
68,3,2,0.0
68,3,3,0.0
68,3,4,0.0
68,3,5,0.7
68,3,6,51.89
68,3,7,160.16
68,3,8,356.3
68,3,9,414.18
68,3,10,602.27
68,3,11,516.46
68,3,12,565.65
68,3,13,594.55
68,3,14,518.3
68,3,15,295.51
68,3,16,208.02
68,3,17,88.98
68,3,18,3.92
68,3,19,0.0
68,3,20,0.0
68,3,21,0.0
68,3,22,0.0
68,3,23,0.0
69,3,0,0.0
69,3,1,0.0
69,3,2,0.0
69,3,3,0.0
69,3,4,0.0
69,3,5,0.59
69,3,6,87.62
69,3,7,235.5
69,3,8,311.74
69,3,9,509.74
69,3,10,470.34
69,3,11,444.98
69,3,12,454.66
69,3,13,533.28
69,3,14,315.34
69,3,15,205.43
69,3,16,149.09
69,3,17,61.31
69,3,18,3.17
69,3,19,0.0
69,3,20,0.0
69,3,21,0.0
69,3,22,0.0
69,3,23,0.0
70,3,0,0.0
70,3,1,0.0
70,3,2,0.0
70,3,3,0.0
70,3,4,0.0
70,3,5,0.66
70,3,6,85.16
70,3,7,137.74
70,3,8,358.41
70,3,9,264.58
70,3,10,606.64
70,3,11,648.95
70,3,12,541.75
70,3,13,401.68
70,3,14,315.47
70,3,15,298.39
70,3,16,170.73
70,3,17,91.21
70,3,18,2.13
70,3,19,0.0
70,3,20,0.0
70,3,21,0.0
70,3,22,0.0
70,3,23,0.0
71,3,0,0.0
71,3,1,0.0
71,3,2,0.0
71,3,3,0.0
71,3,4,0.0
71,3,5,0.78
71,3,6,77.78
71,3,7,233.98
71,3,8,248.46
71,3,9,413.0
71,3,10,360.02
71,3,11,514.54
71,3,12,501.16
71,3,13,409.93
71,3,14,361.55
71,3,15,354.8
71,3,16,201.09
71,3,17,95.48
71,3,18,2.32
71,3,19,0.0
71,3,20,0.0
71,3,21,0.0
71,3,22,0.0
71,3,23,0.0
72,3,0,0.0
72,3,1,0.0
72,3,2,0.0
72,3,3,0.0
72,3,4,0.0
72,3,5,0.67
72,3,6,92.07
72,3,7,173.37
72,3,8,316.99
72,3,9,325.99
72,3,10,616.24
72,3,11,585.23
72,3,12,533.42
72,3,13,554.93
72,3,14,401.02
72,3,15,440.06
72,3,16,275.24
72,3,17,84.33
72,3,18,3.79
72,3,19,0.0
72,3,20,0.0
72,3,21,0.0
72,3,22,0.0
72,3,23,0.0
73,3,0,0.0
73,3,1,0.0
73,3,2,0.0
73,3,3,0.0
73,3,4,0.0
73,3,5,0.78
73,3,6,93.99
73,3,7,167.12
73,3,8,324.85
73,3,9,417.53
73,3,10,254.58
73,3,11,339.58
73,3,12,476.91
73,3,13,414.72
73,3,14,497.81
73,3,15,417.65
73,3,16,208.83
73,3,17,98.11
73,3,18,2.67
73,3,19,0.0
73,3,20,0.0
73,3,21,0.0
73,3,22,0.0
73,3,23,0.0
74,3,0,0.0
74,3,1,0.0
74,3,2,0.0
74,3,3,0.0
74,3,4,0.0
74,3,5,0.62
74,3,6,53.54
74,3,7,204.6
74,3,8,287.41
74,3,9,364.51
74,3,10,383.49
74,3,11,404.25
74,3,12,416.21
74,3,13,476.95
74,3,14,299.52
74,3,15,170.72
74,3,16,135.82
74,3,17,107.48
74,3,18,3.67
74,3,19,0.0
74,3,20,0.0
74,3,21,0.0
74,3,22,0.0
74,3,23,0.0
75,3,0,0.0
75,3,1,0.0
75,3,2,0.0
75,3,3,0.0
75,3,4,0.0
75,3,5,0.71
75,3,6,58.41
75,3,7,266.62
75,3,8,316.0
75,3,9,292.63
75,3,10,548.03
75,3,11,375.47
75,3,12,479.08
75,3,13,508.32
75,3,14,382.1
75,3,15,263.17
75,3,16,295.43
75,3,17,97.44
75,3,18,2.54
75,3,19,0.0
75,3,20,0.0
75,3,21,0.0
75,3,22,0.0
75,3,23,0.0
76,3,0,0.0
76,3,1,0.0
76,3,2,0.0
76,3,3,0.0
76,3,4,0.0
76,3,5,0.67
76,3,6,86.73
76,3,7,206.7
76,3,8,356.4
76,3,9,346.69
76,3,10,451.7
76,3,11,541.05
76,3,12,520.8
76,3,13,465.65
76,3,14,443.58
76,3,15,242.4
76,3,16,243.17
76,3,17,84.56
76,3,18,3.7
76,3,19,0.0
76,3,20,0.0
76,3,21,0.0
76,3,22,0.0
76,3,23,0.0
77,3,0,0.0
77,3,1,0.0
77,3,2,0.0
77,3,3,0.0
77,3,4,0.0
77,3,5,0.77
77,3,6,49.48
77,3,7,199.17
77,3,8,343.16
77,3,9,490.84
77,3,10,624.76
77,3,11,472.01
77,3,12,521.32
77,3,13,510.95
77,3,14,438.06
77,3,15,265.48
77,3,16,222.03
77,3,17,90.52
77,3,18,1.43
77,3,19,0.0
77,3,20,0.0
77,3,21,0.0
77,3,22,0.0
77,3,23,0.0
78,3,0,0.0
78,3,1,0.0
78,3,2,0.0
78,3,3,0.0
78,3,4,0.0
78,3,5,0.7
78,3,6,61.61
78,3,7,205.23
78,3,8,318.16
78,3,9,478.5
78,3,10,503.53
78,3,11,522.95
78,3,12,456.48
78,3,13,465.4
78,3,14,387.55
78,3,15,374.25
78,3,16,190.69
78,3,17,121.19
78,3,18,3.46
78,3,19,0.0
78,3,20,0.0
78,3,21,0.0
78,3,22,0.0
78,3,23,0.0
79,3,0,0.0
79,3,1,0.0
79,3,2,0.0
79,3,3,0.0
79,3,4,0.0
79,3,5,0.74
79,3,6,95.06
79,3,7,179.59
79,3,8,220.76
79,3,9,375.4
79,3,10,565.08
79,3,11,490.25
79,3,12,607.23
79,3,13,457.26
79,3,14,502.88
79,3,15,341.53
79,3,16,285.99
79,3,17,105.55
79,3,18,4.0
79,3,19,0.0
79,3,20,0.0
79,3,21,0.0
79,3,22,0.0
79,3,23,0.0
80,3,0,0.0
80,3,1,0.0
80,3,2,0.0
80,3,3,0.0
80,3,4,0.0
80,3,5,0.78
80,3,6,54.17
80,3,7,192.07
80,3,8,364.2
80,3,9,509.91
80,3,10,568.89
80,3,11,473.18
80,3,12,536.11
80,3,13,372.55
80,3,14,472.02
80,3,15,340.55
80,3,16,163.83
80,3,17,97.95
80,3,18,3.72
80,3,19,0.0
80,3,20,0.0
80,3,21,0.0
80,3,22,0.0
80,3,23,0.0
81,3,0,0.0
81,3,1,0.0
81,3,2,0.0
81,3,3,0.0
81,3,4,0.0
81,3,5,0.15
81,3,6,49.78
81,3,7,149.8
81,3,8,234.5
81,3,9,326.97
81,3,10,515.1
81,3,11,403.83
81,3,12,412.41
81,3,13,459.8
81,3,14,385.64
81,3,15,378.61
81,3,16,193.9
81,3,17,60.84
81,3,18,2.95
81,3,19,0.0
81,3,20,0.0
81,3,21,0.0
81,3,22,0.0
81,3,23,0.0
82,3,0,0.0
82,3,1,0.0
82,3,2,0.0
82,3,3,0.0
82,3,4,0.0
82,3,5,0.65
82,3,6,79.86
82,3,7,233.81
82,3,8,380.55
82,3,9,399.67
82,3,10,598.05
82,3,11,467.81
82,3,12,452.67
82,3,13,307.54
82,3,14,323.14
82,3,15,298.37
82,3,16,245.87
82,3,17,87.74
82,3,18,0.79
82,3,19,0.0
82,3,20,0.0
82,3,21,0.0
82,3,22,0.0
82,3,23,0.0
83,3,0,0.0
83,3,1,0.0
83,3,2,0.0
83,3,3,0.0
83,3,4,0.0
83,3,5,0.39
83,3,6,79.98
83,3,7,186.62
83,3,8,240.07
83,3,9,227.13
83,3,10,396.88
83,3,11,420.89
83,3,12,511.39
83,3,13,632.32
83,3,14,540.21
83,3,15,315.0
83,3,16,166.66
83,3,17,108.47
83,3,18,2.46
83,3,19,0.0
83,3,20,0.0
83,3,21,0.0
83,3,22,0.0
83,3,23,0.0
84,3,0,0.0
84,3,1,0.0
84,3,2,0.0
84,3,3,0.0
84,3,4,0.0
84,3,5,0.8
84,3,6,47.0
84,3,7,245.22
84,3,8,249.07
84,3,9,271.67
84,3,10,645.18
84,3,11,583.35
84,3,12,469.04
84,3,13,486.21
84,3,14,459.03
84,3,15,356.55
84,3,16,237.83
84,3,17,112.15
84,3,18,3.37
84,3,19,0.0
84,3,20,0.0
84,3,21,0.0
84,3,22,0.0
84,3,23,0.0
85,3,0,0.0
85,3,1,0.0
85,3,2,0.0
85,3,3,0.0
85,3,4,0.0
85,3,5,0.24
85,3,6,61.16
85,3,7,196.53
85,3,8,275.92
85,3,9,458.88
85,3,10,487.8
85,3,11,471.39
85,3,12,568.2
85,3,13,388.3
85,3,14,388.9
85,3,15,364.17
85,3,16,206.33
85,3,17,97.97
85,3,18,3.22
85,3,19,0.0
85,3,20,0.0
85,3,21,0.0
85,3,22,0.0
85,3,23,0.0
86,3,0,0.0
86,3,1,0.0
86,3,2,0.0
86,3,3,0.0
86,3,4,0.0
86,3,5,0.66
86,3,6,65.82
86,3,7,165.57
86,3,8,265.18
86,3,9,231.21
86,3,10,216.39
86,3,11,465.63
86,3,12,475.03
86,3,13,611.84
86,3,14,505.57
86,3,15,395.95
86,3,16,242.69
86,3,17,63.17
86,3,18,1.66
86,3,19,0.0
86,3,20,0.0
86,3,21,0.0
86,3,22,0.0
86,3,23,0.0
87,3,0,0.0
87,3,1,0.0
87,3,2,0.0
87,3,3,0.0
87,3,4,0.0
87,3,5,0.48
87,3,6,70.02
87,3,7,204.53
87,3,8,373.94
87,3,9,361.15
87,3,10,584.54
87,3,11,566.9
87,3,12,520.46
87,3,13,560.89
87,3,14,568.25
87,3,15,402.61
87,3,16,281.85
87,3,17,111.93
87,3,18,3.84
87,3,19,0.0
87,3,20,0.0
87,3,21,0.0
87,3,22,0.0
87,3,23,0.0
88,3,0,0.0
88,3,1,0.0
88,3,2,0.0
88,3,3,0.0
88,3,4,0.0
88,3,5,0.8
88,3,6,99.92
88,3,7,217.43
88,3,8,288.07
88,3,9,296.08
88,3,10,282.48
88,3,11,607.7
88,3,12,457.54
88,3,13,614.61
88,3,14,448.41
88,3,15,325.89
88,3,16,171.47
88,3,17,96.62
88,3,18,2.71
88,3,19,0.0
88,3,20,0.0
88,3,21,0.0
88,3,22,0.0
88,3,23,0.0
89,3,0,0.0
89,3,1,0.0
89,3,2,0.0
89,3,3,0.0
89,3,4,0.0
89,3,5,0.64
89,3,6,59.08
89,3,7,144.19
89,3,8,347.82
89,3,9,499.0
89,3,10,588.96
89,3,11,600.51
89,3,12,374.51
89,3,13,576.53
89,3,14,341.74
89,3,15,313.72
89,3,16,246.57
89,3,17,85.97
89,3,18,1.53
89,3,19,0.0
89,3,20,0.0
89,3,21,0.0
89,3,22,0.0
89,3,23,0.0
90,3,0,0.0
90,3,1,0.0
90,3,2,0.0
90,3,3,0.0
90,3,4,0.0
90,3,5,0.81
90,3,6,94.13
90,3,7,214.79
90,3,8,300.52
90,3,9,510.08
90,3,10,422.35
90,3,11,619.33
90,3,12,498.51
90,3,13,646.96
90,3,14,437.53
90,3,15,312.39
90,3,16,240.17
90,3,17,67.47
90,3,18,0.99
90,3,19,0.0
90,3,20,0.0
90,3,21,0.0
90,3,22,0.0
90,3,23,0.0
91,4,0,0.0
91,4,1,0.0
91,4,2,0.0
91,4,3,0.0
91,4,4,0.0
91,4,5,11.18
91,4,6,91.0
91,4,7,235.11
91,4,8,396.99
91,4,9,500.31
91,4,10,425.36
91,4,11,379.02
91,4,12,569.39
91,4,13,575.38
91,4,14,255.1
91,4,15,388.78
91,4,16,320.02
91,4,17,153.48
91,4,18,10.49
91,4,19,0.0
91,4,20,0.0
91,4,21,0.0
91,4,22,0.0
91,4,23,0.0
92,4,0,0.0
92,4,1,0.0
92,4,2,0.0
92,4,3,0.0
92,4,4,0.0
92,4,5,10.18
92,4,6,110.28
92,4,7,285.35
92,4,8,449.9
92,4,9,536.13
92,4,10,386.0
92,4,11,624.04
92,4,12,636.66
92,4,13,603.44
92,4,14,390.32
92,4,15,382.92
92,4,16,232.55
92,4,17,133.67
92,4,18,31.45
92,4,19,0.0
92,4,20,0.0
92,4,21,0.0
92,4,22,0.0
92,4,23,0.0
93,4,0,0.0
93,4,1,0.0
93,4,2,0.0
93,4,3,0.0
93,4,4,0.0
93,4,5,10.47
93,4,6,92.48
93,4,7,232.82
93,4,8,363.7
93,4,9,537.76
93,4,10,597.31
93,4,11,514.87
93,4,12,581.88
93,4,13,549.48
93,4,14,471.48
93,4,15,357.81
93,4,16,213.55
93,4,17,130.16
93,4,18,14.68
93,4,19,0.0
93,4,20,0.0
93,4,21,0.0
93,4,22,0.0
93,4,23,0.0
94,4,0,0.0
94,4,1,0.0
94,4,2,0.0
94,4,3,0.0
94,4,4,0.0
94,4,5,3.81
94,4,6,132.78
94,4,7,261.06
94,4,8,378.38
94,4,9,502.1
94,4,10,569.12
94,4,11,448.51
94,4,12,600.49
94,4,13,500.64
94,4,14,508.05
94,4,15,471.2
94,4,16,310.16
94,4,17,143.4
94,4,18,31.71
94,4,19,0.0
94,4,20,0.0
94,4,21,0.0
94,4,22,0.0
94,4,23,0.0
95,4,0,0.0
95,4,1,0.0
95,4,2,0.0
95,4,3,0.0
95,4,4,0.0
95,4,5,11.16
95,4,6,124.73
95,4,7,236.84
95,4,8,350.85
95,4,9,437.72
95,4,10,378.86
95,4,11,374.82
95,4,12,365.73
95,4,13,425.52
95,4,14,485.29
95,4,15,383.93
95,4,16,277.94
95,4,17,131.44
95,4,18,17.26
95,4,19,0.0
95,4,20,0.0
95,4,21,0.0
95,4,22,0.0
95,4,23,0.0
96,4,0,0.0
96,4,1,0.0
96,4,2,0.0
96,4,3,0.0
96,4,4,0.0
96,4,5,12.48
96,4,6,139.61
96,4,7,254.9
96,4,8,197.25
96,4,9,269.45
96,4,10,388.37
96,4,11,473.41
96,4,12,629.79
96,4,13,527.15
96,4,14,321.44
96,4,15,196.05
96,4,16,168.52
96,4,17,113.03
96,4,18,22.08
96,4,19,0.0
96,4,20,0.0
96,4,21,0.0
96,4,22,0.0
96,4,23,0.0
97,4,0,0.0
97,4,1,0.0
97,4,2,0.0
97,4,3,0.0
97,4,4,0.0
97,4,5,5.16
97,4,6,109.64
97,4,7,223.15
97,4,8,374.37
97,4,9,388.88
97,4,10,363.25
97,4,11,513.73
97,4,12,652.65
97,4,13,491.68
97,4,14,284.19
97,4,15,369.56
97,4,16,278.91
97,4,17,86.34
97,4,18,23.59
97,4,19,0.0
97,4,20,0.0
97,4,21,0.0
97,4,22,0.0
97,4,23,0.0
98,4,0,0.0
98,4,1,0.0
98,4,2,0.0
98,4,3,0.0
98,4,4,0.0
98,4,5,6.76
98,4,6,98.32
98,4,7,190.81
98,4,8,391.16
98,4,9,411.56
98,4,10,515.21
98,4,11,414.84
98,4,12,541.32
98,4,13,265.6
98,4,14,527.29
98,4,15,369.4
98,4,16,172.11
98,4,17,173.06
98,4,18,20.26
98,4,19,0.0
98,4,20,0.0
98,4,21,0.0
98,4,22,0.0
98,4,23,0.0
99,4,0,0.0
99,4,1,0.0
99,4,2,0.0
99,4,3,0.0
99,4,4,0.0
99,4,5,5.51
99,4,6,94.01
99,4,7,231.67
99,4,8,352.72
99,4,9,563.82
99,4,10,501.31
99,4,11,291.69
99,4,12,679.55
99,4,13,582.48
99,4,14,419.92
99,4,15,416.69
99,4,16,279.63
99,4,17,154.52
99,4,18,17.72
99,4,19,0.0
99,4,20,0.0
99,4,21,0.0
99,4,22,0.0
99,4,23,0.0
100,4,0,0.0
100,4,1,0.0
100,4,2,0.0
100,4,3,0.0
100,4,4,0.0
100,4,5,13.31
100,4,6,125.11
100,4,7,178.05
100,4,8,265.73
100,4,9,533.67
100,4,10,392.54
100,4,11,513.59
100,4,12,489.76
100,4,13,516.9
100,4,14,426.76
100,4,15,446.88
100,4,16,264.83
100,4,17,149.57
100,4,18,16.19
100,4,19,0.0
100,4,20,0.0
100,4,21,0.0
100,4,22,0.0
100,4,23,0.0
101,4,0,0.0
101,4,1,0.0
101,4,2,0.0
101,4,3,0.0
101,4,4,0.0
101,4,5,6.16
101,4,6,133.4
101,4,7,250.58
101,4,8,395.31
101,4,9,414.44
101,4,10,522.69
101,4,11,652.44
101,4,12,419.74
101,4,13,387.76
101,4,14,447.71
101,4,15,368.4
101,4,16,288.97
101,4,17,109.42
101,4,18,20.8
101,4,19,0.0
101,4,20,0.0
101,4,21,0.0
101,4,22,0.0
101,4,23,0.0
102,4,0,0.0
102,4,1,0.0
102,4,2,0.0
102,4,3,0.0
102,4,4,0.0
102,4,5,12.99
102,4,6,99.21
102,4,7,277.4
102,4,8,363.85
102,4,9,455.85
102,4,10,605.64
102,4,11,531.94
102,4,12,361.22
102,4,13,380.51
102,4,14,354.76
102,4,15,403.65
102,4,16,225.16
102,4,17,163.35
102,4,18,27.1
102,4,19,0.0
102,4,20,0.0
102,4,21,0.0
102,4,22,0.0
102,4,23,0.0
103,4,0,0.0
103,4,1,0.0
103,4,2,0.0
103,4,3,0.0
103,4,4,0.0
103,4,5,12.57
103,4,6,136.42
103,4,7,140.51
103,4,8,341.58
103,4,9,426.23
103,4,10,422.46
103,4,11,511.48
103,4,12,706.79
103,4,13,454.05
103,4,14,456.63
103,4,15,176.35
103,4,16,205.66
103,4,17,97.28
103,4,18,19.22
103,4,19,0.0
103,4,20,0.0
103,4,21,0.0
103,4,22,0.0
103,4,23,0.0
104,4,0,0.0
104,4,1,0.0
104,4,2,0.0
104,4,3,0.0
104,4,4,0.0
104,4,5,3.95
104,4,6,104.58
104,4,7,166.55
104,4,8,148.81
104,4,9,233.74
104,4,10,625.2
104,4,11,485.42
104,4,12,428.52
104,4,13,411.99
104,4,14,450.0
104,4,15,365.57
104,4,16,168.82
104,4,17,121.18
104,4,18,33.51
104,4,19,0.0
104,4,20,0.0
104,4,21,0.0
104,4,22,0.0
104,4,23,0.0
105,4,0,0.0
105,4,1,0.0
105,4,2,0.0
105,4,3,0.0
105,4,4,0.0
105,4,5,12.31
105,4,6,69.83
105,4,7,259.5
105,4,8,392.22
105,4,9,459.96
105,4,10,470.04
105,4,11,277.69
105,4,12,423.82
105,4,13,405.11
105,4,14,435.8
105,4,15,364.8
105,4,16,237.43
105,4,17,70.7
105,4,18,11.23
105,4,19,0.0
105,4,20,0.0
105,4,21,0.0
105,4,22,0.0
105,4,23,0.0
106,4,0,0.0
106,4,1,0.0
106,4,2,0.0
106,4,3,0.0
106,4,4,0.0
106,4,5,12.0
106,4,6,142.29
106,4,7,250.61
106,4,8,409.46
106,4,9,444.41
106,4,10,373.73
106,4,11,432.15
106,4,12,449.29
106,4,13,521.01
106,4,14,385.16
106,4,15,387.51
106,4,16,216.22
106,4,17,141.45
106,4,18,29.98
106,4,19,0.0
106,4,20,0.0
106,4,21,0.0
106,4,22,0.0
106,4,23,0.0
107,4,0,0.0
107,4,1,0.0
107,4,2,0.0
107,4,3,0.0
107,4,4,0.0
107,4,5,8.24
107,4,6,106.08
107,4,7,313.98
107,4,8,384.51
107,4,9,483.68
107,4,10,397.24
107,4,11,470.69
107,4,12,454.37
107,4,13,619.82
107,4,14,366.4
107,4,15,346.8
107,4,16,239.85
107,4,17,117.55
107,4,18,30.1
107,4,19,0.0
107,4,20,0.0
107,4,21,0.0
107,4,22,0.0
107,4,23,0.0
108,4,0,0.0
108,4,1,0.0
108,4,2,0.0
108,4,3,0.0
108,4,4,0.0
108,4,5,13.75
108,4,6,125.92
108,4,7,177.24
108,4,8,386.23
108,4,9,436.55
108,4,10,439.22
108,4,11,447.63
108,4,12,562.94
108,4,13,493.1
108,4,14,341.5
108,4,15,418.04
108,4,16,209.93
108,4,17,122.17
108,4,18,25.59
108,4,19,0.0
108,4,20,0.0
108,4,21,0.0
108,4,22,0.0
108,4,23,0.0
109,4,0,0.0
109,4,1,0.0
109,4,2,0.0
109,4,3,0.0
109,4,4,0.0
109,4,5,13.82
109,4,6,105.41
109,4,7,184.11
109,4,8,247.58
109,4,9,351.02
109,4,10,600.75
109,4,11,518.3
109,4,12,557.25
109,4,13,513.87
109,4,14,389.71
109,4,15,300.45
109,4,16,300.99
109,4,17,162.83
109,4,18,13.2
109,4,19,0.0
109,4,20,0.0
109,4,21,0.0
109,4,22,0.0
109,4,23,0.0
110,4,0,0.0
110,4,1,0.0
110,4,2,0.0
110,4,3,0.0
110,4,4,0.0
110,4,5,11.45
110,4,6,129.96
110,4,7,302.15
110,4,8,363.26
110,4,9,340.34
110,4,10,495.46
110,4,11,512.35
110,4,12,567.69
110,4,13,436.69
110,4,14,544.48
110,4,15,351.0
110,4,16,239.38
110,4,17,124.15
110,4,18,20.84
110,4,19,0.0
110,4,20,0.0
110,4,21,0.0
110,4,22,0.0
110,4,23,0.0
111,4,0,0.0
111,4,1,0.0
111,4,2,0.0
111,4,3,0.0
111,4,4,0.0
111,4,5,10.47
111,4,6,108.45
111,4,7,177.23
111,4,8,321.58
111,4,9,485.56
111,4,10,418.1
111,4,11,514.09
111,4,12,656.45
111,4,13,482.93
111,4,14,468.84
111,4,15,364.25
111,4,16,313.56
111,4,17,161.66
111,4,18,24.75
111,4,19,0.0
111,4,20,0.0
111,4,21,0.0
111,4,22,0.0
111,4,23,0.0
112,4,0,0.0
112,4,1,0.0
112,4,2,0.0
112,4,3,0.0
112,4,4,0.0
112,4,5,8.47
112,4,6,152.96
112,4,7,202.82
112,4,8,384.57
112,4,9,503.57
112,4,10,594.31
112,4,11,507.84
112,4,12,442.59
112,4,13,524.02
112,4,14,558.19
112,4,15,306.5
112,4,16,194.24
112,4,17,138.46
112,4,18,22.42
112,4,19,0.0
112,4,20,0.0
112,4,21,0.0
112,4,22,0.0
112,4,23,0.0
113,4,0,0.0
113,4,1,0.0
113,4,2,0.0
113,4,3,0.0
113,4,4,0.0
113,4,5,12.3
113,4,6,140.99
113,4,7,227.4
113,4,8,276.03
113,4,9,416.34
113,4,10,346.35
113,4,11,456.38
113,4,12,512.27
113,4,13,567.72
113,4,14,460.69
113,4,15,333.08
113,4,16,208.7
113,4,17,103.67
113,4,18,23.6
113,4,19,0.0
113,4,20,0.0
113,4,21,0.0
113,4,22,0.0
113,4,23,0.0
114,4,0,0.0
114,4,1,0.0
114,4,2,0.0
114,4,3,0.0
114,4,4,0.0
114,4,5,7.84
114,4,6,115.61
114,4,7,290.37
114,4,8,313.85
114,4,9,420.39
114,4,10,474.22
114,4,11,395.7
114,4,12,669.76
114,4,13,437.2
114,4,14,498.74
114,4,15,370.18
114,4,16,226.59
114,4,17,124.19
114,4,18,14.91
114,4,19,0.0
114,4,20,0.0
114,4,21,0.0
114,4,22,0.0
114,4,23,0.0
115,4,0,0.0
115,4,1,0.0
115,4,2,0.0
115,4,3,0.0
115,4,4,0.0
115,4,5,8.47
115,4,6,101.25
115,4,7,181.01
115,4,8,391.59
115,4,9,472.2
115,4,10,522.75
115,4,11,535.63
115,4,12,492.55
115,4,13,337.44
115,4,14,411.25
115,4,15,371.56
115,4,16,233.74
115,4,17,157.25
115,4,18,20.55
115,4,19,0.0
115,4,20,0.0
115,4,21,0.0
115,4,22,0.0
115,4,23,0.0
116,4,0,0.0
116,4,1,0.0
116,4,2,0.0
116,4,3,0.0
116,4,4,0.0
116,4,5,13.59
116,4,6,123.58
116,4,7,242.84
116,4,8,215.49
116,4,9,332.87
116,4,10,461.9
116,4,11,391.81
116,4,12,608.59
116,4,13,574.4
116,4,14,423.09
116,4,15,260.86
116,4,16,288.86
116,4,17,84.78
116,4,18,12.27
116,4,19,0.0
116,4,20,0.0
116,4,21,0.0
116,4,22,0.0
116,4,23,0.0
117,4,0,0.0
117,4,1,0.0
117,4,2,0.0
117,4,3,0.0
117,4,4,0.0
117,4,5,8.04
117,4,6,135.26
117,4,7,220.49
117,4,8,299.14
117,4,9,306.16
