year,doy,month,cvi,peak_ghi_wm2,daily_energy_wh_m2,daytime_mean_ghi,daytime_std_ghi,n_daytime_minutes
2,114,4,0.3,790.5,4272.8,333.8,235.4,768
2,115,4,0.3,790.4,3734.9,291.7,215.2,768
2,116,4,0.3,790.1,3724.8,291.7,203.4,766
2,117,4,0.3,790.5,4506.1,354.2,242.2,763
2,118,4,0.3,790.5,4103.8,319.3,238.4,771
2,119,4,0.3,789.4,3848.7,300.2,212.7,769
2,120,4,0.3,790.5,4465.6,353.3,231.8,758
2,121,5,0.45,790.5,4467.8,336.3,226.5,797
2,122,5,0.45,789.8,4779.2,359.3,244.4,798
2,123,5,0.45,790.5,4827.0,367.9,221.7,787
2,124,5,0.45,783.2,3904.0,294.2,216.7,796
2,125,5,0.45,787.6,4107.8,312.2,215.7,789
2,126,5,0.45,786.5,4896.7,372.7,230.6,788
2,127,5,0.45,790.5,4446.4,338.8,230.5,787
2,128,5,0.45,790.3,4221.7,318.1,231.4,796
2,129,5,0.45,790.5,4462.2,336.7,236.2,795
2,130,5,0.45,789.6,3938.1,295.7,223.9,799
2,131,5,0.45,790.4,4251.8,318.4,211.5,801
2,132,5,0.45,789.0,3936.6,294.1,210.1,803
2,133,5,0.45,789.9,4161.5,310.9,231.8,803
2,134,5,0.45,790.5,4858.0,366.5,240.2,795
2,135,5,0.45,789.8,4857.6,366.5,236.5,795
2,136,5,0.45,789.0,4181.3,317.8,222.6,789
2,137,5,0.45,790.5,4650.1,353.5,231.5,789
2,138,5,0.45,790.5,4728.8,356.4,241.1,796
2,139,5,0.45,790.4,4618.5,345.5,245.2,802
2,140,5,0.45,790.5,4266.7,324.7,231.0,788
2,141,5,0.45,790.5,4767.4,364.2,256.3,785
2,142,5,0.45,790.5,4099.8,311.2,227.0,790
2,143,5,0.45,789.9,4786.3,358.5,239.5,801
2,144,5,0.45,790.5,4396.5,329.3,228.7,801
2,145,5,0.45,790.5,4782.3,360.4,232.5,796
2,146,5,0.45,790.5,4442.6,335.6,228.6,794
2,147,5,0.45,790.5,4252.2,319.2,226.0,799
2,148,5,0.45,790.3,4719.5,354.8,211.6,798
2,149,5,0.45,790.5,4092.1,306.5,216.3,801
2,150,5,0.45,790.4,4653.2,354.6,248.6,787
2,151,5,0.45,790.5,4467.3,338.3,221.6,792
2,152,6,0.7,762.6,3114.8,235.8,204.2,792
2,153,6,0.7,762.6,3809.1,286.2,227.3,798
2,154,6,0.7,762.6,3611.6,267.8,220.4,809
2,155,6,0.7,762.6,3776.8,281.4,219.2,805
2,156,6,0.7,760.4,3427.3,257.2,213.0,799
2,157,6,0.7,761.9,3347.6,248.5,200.3,808
2,158,6,0.7,762.4,3445.3,258.6,211.4,799
2,159,6,0.7,762.3,3269.7,244.8,210.7,801
2,160,6,0.7,762.6,3766.8,286.6,223.9,788
2,161,6,0.7,762.4,3329.9,246.9,207.8,809
2,162,6,0.7,760.1,3176.9,240.4,204.0,792
2,163,6,0.7,755.4,3206.3,240.9,211.4,798
2,164,6,0.7,762.6,2976.3,219.9,197.1,812
2,165,6,0.7,755.0,3315.8,251.0,202.9,792
2,166,6,0.7,760.4,3365.3,250.7,207.2,805
2,167,6,0.7,762.5,3634.1,274.1,213.4,795
2,168,6,0.7,761.3,3438.8,256.2,217.9,805
2,169,6,0.7,755.0,3461.5,257.0,211.3,808
2,170,6,0.7,761.2,3413.6,256.2,202.9,799
2,171,6,0.7,762.4,3523.1,263.4,218.8,802
2,172,6,0.7,762.5,3564.0,265.9,205.0,804
2,173,6,0.7,762.6,3494.2,261.3,210.4,802
2,174,6,0.7,762.6,3124.8,234.8,192.3,798
2,175,6,0.7,762.6,3693.0,278.2,226.1,796
2,176,6,0.7,762.6,3643.0,275.1,225.2,794
2,177,6,0.7,762.6,3453.6,257.0,218.2,806
2,178,6,0.7,762.6,3675.4,277.9,223.1,793
2,179,6,0.7,762.4,2695.5,201.1,172.0,804
2,180,6,0.7,762.5,3705.2,281.9,239.3,788
2,181,6,0.7,759.1,3224.3,238.5,196.0,811
2,182,7,0.85,742.3,3087.7,230.0,188.5,805
2,183,7,0.85,744.0,3348.7,250.7,216.9,801
2,184,7,0.85,743.1,3262.1,240.1,195.4,815
2,185,7,0.85,744.0,3392.9,254.9,202.5,798
2,186,7,0.85,743.4,3159.9,235.4,199.5,805
2,187,7,0.85,744.0,3470.4,260.7,218.1,798
2,188,7,0.85,743.7,3432.8,252.6,216.7,815
2,189,7,0.85,743.9,3332.3,248.0,211.7,806
2,190,7,0.85,739.8,3477.9,255.9,213.3,815
2,191,7,0.85,744.0,3261.4,242.6,208.7,806
2,192,7,0.85,741.9,2973.7,224.5,180.7,794
2,193,7,0.85,744.0,3935.5,296.1,237.7,797
2,194,7,0.85,732.2,3222.1,243.2,203.1,794
2,195,7,0.85,743.7,3646.6,273.6,210.5,799
2,196,7,0.85,743.5,2928.0,216.0,181.7,813
2,197,7,0.85,743.7,3041.6,226.8,186.1,804
2,198,7,0.85,743.8,3616.4,266.5,221.9,814
2,199,7,0.85,743.6,2920.2,218.6,196.8,801
2,200,7,0.85,744.0,3410.3,252.2,207.1,811
2,201,7,0.85,744.0,3245.5,240.0,206.7,811
2,202,7,0.85,743.7,3564.2,262.0,211.1,816
2,203,7,0.85,743.5,2846.6,215.9,188.8,790
2,204,7,0.85,744.0,3404.3,253.0,208.6,807
2,205,7,0.85,741.2,3317.3,247.4,209.8,804
2,206,7,0.85,742.3,3265.1,244.4,195.8,801
2,207,7,0.85,744.0,3437.8,253.9,216.7,812
2,208,7,0.85,744.0,3619.9,270.9,221.0,801
2,209,7,0.85,740.4,3044.4,224.6,196.3,813
2,210,7,0.85,743.1,3525.4,262.3,201.5,806
2,211,7,0.85,744.0,3185.4,234.4,200.9,815
2,212,7,0.85,744.0,3341.7,248.6,212.8,806
2,213,8,0.8,744.0,2910.8,219.6,182.5,795
2,214,8,0.8,744.0,2995.6,227.1,201.8,791
2,215,8,0.8,743.7,3159.0,241.6,207.7,784
2,216,8,0.8,739.0,3160.7,238.7,198.5,794
2,217,8,0.8,743.9,2883.4,221.6,203.8,780
2,218,8,0.8,743.4,3396.6,261.7,200.0,778
2,219,8,0.8,743.9,3488.0,263.8,199.3,793
2,220,8,0.8,744.0,3590.0,272.2,217.9,791
2,221,8,0.8,742.7,3265.5,246.7,213.2,794
2,222,8,0.8,742.6,3537.0,270.9,204.8,783
2,223,8,0.8,743.7,3692.2,279.6,218.3,792
2,224,8,0.8,744.0,3007.7,228.6,205.7,789
2,225,8,0.8,743.6,3606.0,274.7,219.4,787
2,226,8,0.8,744.0,2906.4,219.5,190.8,794
2,227,8,0.8,743.1,3251.5,246.8,200.3,790
2,228,8,0.8,743.9,3626.8,276.0,206.2,788
2,229,8,0.8,741.8,3212.7,245.1,194.8,786
2,230,8,0.8,742.7,3205.0,243.9,201.9,788
2,231,8,0.8,744.0,3663.3,277.0,218.8,793
2,232,8,0.8,744.0,3465.1,265.3,213.6,783
2,233,8,0.8,744.0,3436.9,264.1,204.6,780
2,234,8,0.8,742.7,3063.2,233.1,196.1,788
2,235,8,0.8,744.0,2804.8,215.5,198.8,780
2,236,8,0.8,743.9,3354.9,253.7,218.7,793
2,237,8,0.8,743.8,2950.5,224.0,198.4,790
2,238,8,0.8,744.0,2737.0,208.3,192.9,788
2,239,8,0.8,743.9,3186.6,240.7,191.6,794
2,240,8,0.8,740.8,3419.0,256.4,197.5,800
2,241,8,0.8,740.5,3338.5,252.8,187.4,792
2,242,8,0.8,744.0,3208.2,244.7,201.5,786
2,243,8,0.8,744.0,3802.8,287.2,224.0,794
2,244,9,0.65,760.4,3040.9,249.8,206.3,730
2,245,9,0.65,762.4,2893.7,238.7,198.0,727
2,246,9,0.65,762.6,3203.9,264.0,211.1,728
2,247,9,0.65,762.6,3080.4,253.8,202.3,728
2,248,9,0.65,756.9,3048.7,255.6,213.2,715
2,249,9,0.65,761.8,2997.4,247.6,206.1,726
2,250,9,0.65,761.9,3293.8,273.6,228.5,722
2,251,9,0.65,762.6,3137.9,257.1,218.3,732
2,252,9,0.65,761.9,2709.8,225.6,202.8,720
2,253,9,0.65,761.6,2964.8,243.6,209.4,730
2,254,9,0.65,758.4,2949.7,241.1,206.2,734
2,255,9,0.65,762.6,3032.6,248.8,218.7,731
2,256,9,0.65,762.2,2788.5,231.3,212.7,723
2,257,9,0.65,761.9,3262.1,270.6,223.9,723
2,258,9,0.65,762.6,3132.1,259.1,207.1,725
2,259,9,0.65,761.8,3244.5,272.4,216.5,714
2,260,9,0.65,762.4,2932.4,241.6,214.8,728
2,261,9,0.65,762.6,3601.2,295.5,232.5,731
2,262,9,0.65,761.8,2508.3,208.8,198.9,720
2,263,9,0.65,762.4,2927.3,242.5,211.7,724
2,264,9,0.65,753.8,2868.2,236.6,205.6,727
2,265,9,0.65,762.6,2835.0,236.7,182.7,718
2,266,9,0.65,762.4,2871.9,237.5,200.6,725
2,267,9,0.65,762.4,3110.6,254.9,215.2,732
2,268,9,0.65,759.3,3460.9,289.4,214.1,717
2,269,9,0.65,759.9,2957.4,246.6,205.5,719
2,270,9,0.65,761.9,2878.6,240.4,193.6,718
2,271,9,0.65,742.1,2218.5,183.7,161.7,724
2,272,9,0.65,756.1,2882.4,236.8,203.1,730
2,273,9,0.65,762.6,3275.9,271.3,211.2,724
2,274,10,0.3,762.4,3866.5,339.6,233.1,683
2,275,10,0.3,762.5,3570.9,312.7,220.8,685
2,276,10,0.3,762.6,3408.3,299.8,224.3,682
2,277,10,0.3,762.5,3847.0,335.4,231.6,688
2,278,10,0.3,762.6,3213.2,279.0,215.7,691
2,279,10,0.3,762.6,3670.9,324.3,226.8,679
2,280,10,0.3,762.6,3624.9,317.4,213.5,685
2,281,10,0.3,754.7,3780.2,334.4,213.7,678
2,282,10,0.3,762.0,3682.1,320.6,236.0,689
2,283,10,0.3,762.6,3575.7,313.1,224.2,685
2,284,10,0.3,762.5,3542.7,312.0,225.6,681
2,285,10,0.3,762.6,3872.7,342.1,222.4,679
2,286,10,0.3,758.1,3585.4,312.2,207.0,689
2,287,10,0.3,762.0,3921.4,341.0,227.2,690
2,288,10,0.3,762.6,3779.5,329.5,209.1,688
2,289,10,0.3,762.5,3739.9,332.3,234.7,675
2,290,10,0.3,762.6,3863.6,336.4,228.5,689
2,291,10,0.3,746.9,3403.7,296.4,204.3,689
2,292,10,0.3,762.6,3934.4,344.5,228.6,685
2,293,10,0.3,762.6,3549.2,309.0,240.2,689
2,294,10,0.3,758.1,3555.8,312.3,228.6,683
2,295,10,0.3,761.5,3623.0,317.7,218.9,684
2,296,10,0.3,762.4,3632.0,316.7,229.2,688
2,297,10,0.3,762.6,4272.8,372.0,240.2,689
2,298,10,0.3,762.6,3871.1,339.5,232.0,684
2,299,10,0.3,762.6,3274.2,288.4,205.1,681
2,300,10,0.3,761.7,3445.2,303.4,216.7,681
2,301,10,0.3,762.6,3967.0,346.4,226.5,687
2,302,10,0.3,762.5,3849.5,337.1,231.5,685
2,303,10,0.3,761.1,3598.8,314.7,231.3,686
2,304,10,0.3,762.4,3429.0,300.7,225.9,684
2,305,11,0.18,744.0,3952.9,360.9,209.9,657
2,306,11,0.18,744.0,4391.3,399.2,201.8,660
2,307,11,0.18,744.0,4411.6,404.6,214.3,654
2,308,11,0.18,744.0,4211.6,384.0,233.2,658
2,309,11,0.18,744.0,4446.1,404.8,221.2,659
2,310,11,0.18,744.0,4218.2,383.4,220.3,660
2,311,11,0.18,743.7,4371.6,397.4,214.2,660
2,312,11,0.18,742.8,4330.4,393.6,219.6,660
2,313,11,0.18,744.0,4224.0,385.1,235.0,658
2,314,11,0.18,744.0,4027.6,368.8,226.5,655
2,315,11,0.18,744.0,4416.2,400.8,208.9,661
2,316,11,0.18,744.0,4398.6,399.2,225.6,661
2,317,11,0.18,744.0,4517.8,411.3,225.4,659
2,318,11,0.18,744.0,4418.2,401.6,220.0,660
2,319,11,0.18,743.6,4459.6,406.0,217.8,659
2,320,11,0.18,744.0,4314.5,392.8,204.7,659
2,321,11,0.18,744.0,4282.9,388.7,223.6,661
2,322,11,0.18,744.0,4510.2,410.0,222.8,660
2,323,11,0.18,744.0,4142.8,377.7,218.8,658
2,324,11,0.18,744.0,4369.2,397.2,219.1,660
2,325,11,0.18,744.0,4350.2,399.0,222.2,654
2,326,11,0.18,744.0,4343.6,395.4,216.2,659
2,327,11,0.18,744.0,4549.6,412.9,217.7,661
2,328,11,0.18,744.0,4432.7,404.1,221.4,658
2,329,11,0.18,744.0,4008.8,368.2,207.0,653
2,330,11,0.18,744.0,4209.5,382.1,231.4,661
2,331,11,0.18,744.0,4291.5,391.3,221.2,658
2,332,11,0.18,744.0,4344.9,394.4,219.2,661
2,333,11,0.18,744.0,4606.6,418.7,222.4,660
2,334,11,0.18,743.8,4283.6,389.4,213.9,660
2,335,12,0.15,744.0,4388.7,414.0,215.0,636
2,336,12,0.15,744.0,4181.7,395.1,211.6,635
2,337,12,0.15,743.8,4222.7,398.9,215.9,635
2,338,12,0.15,744.0,4254.5,402.6,211.4,634
2,339,12,0.15,744.0,3835.9,361.8,210.8,636
2,340,12,0.15,744.0,4117.6,388.4,217.1,636
2,341,12,0.15,744.0,4178.2,394.7,217.3,635
2,342,12,0.15,744.0,4314.5,408.9,217.2,633
2,343,12,0.15,744.0,4160.6,398.0,215.9,627
2,344,12,0.15,744.0,4251.5,401.1,228.4,636
2,345,12,0.15,744.0,4247.4,405.1,218.4,629
2,346,12,0.15,744.0,4061.2,382.5,219.0,637
2,347,12,0.15,744.0,4429.2,417.8,216.0,636
2,348,12,0.15,744.0,4348.8,410.9,225.0,635
2,349,12,0.15,744.0,4421.2,417.7,217.5,635
2,350,12,0.15,744.0,4165.0,392.3,208.9,637
2,351,12,0.15,744.0,4360.2,411.3,215.1,636
2,352,12,0.15,744.0,4381.2,413.3,217.9,636
2,353,12,0.15,743.6,4099.7,387.3,217.1,635
2,354,12,0.15,744.0,4192.3,394.9,209.1,637
2,355,12,0.15,744.0,4046.6,382.3,214.8,635
2,356,12,0.15,744.0,4584.5,433.1,215.3,635
2,357,12,0.15,744.0,4071.6,384.7,218.9,635
2,358,12,0.15,744.0,4323.1,409.1,221.2,634
2,359,12,0.15,744.0,4337.8,409.2,214.0,636
2,360,12,0.15,744.0,4126.4,388.6,231.0,637
2,361,12,0.15,743.7,3957.1,373.3,194.7,636
2,362,12,0.15,744.0,3815.6,360.5,203.7,635
2,363,12,0.15,744.0,4089.6,386.4,216.3,635
2,364,12,0.15,744.0,4276.6,403.4,216.3,636
2,365,12,0.15,744.0,4339.2,408.7,217.3,637
