ina219_read_ms,uart_parse_ms,vspo_compute_ms,blend_ms,pwm_update_ms,uart_tx_ms,full_artemis_tick_ms,loop_period_ms
8.561342,0.023062,0.018773,0.006737,0.000794,2.630742,11.313811,99.991075
8.267204,0.018015,0.023607,0.006831,0.000913,2.630127,11.022456,100.022246
8.493735,0.019402,0.014948,0.006173,0.000706,2.600348,11.219598,99.992845
8.345544,0.026935,0.015525,0.006122,0.000787,2.613730,11.101828,99.969619
8.384983,0.025181,0.016595,0.003769,0.000837,2.586306,11.104908,99.989941
8.550934,0.024477,0.022517,0.005420,0.000623,2.602717,11.311563,100.019117
8.546883,0.014119,0.022366,0.006166,0.000732,2.622130,11.302810,99.961061
8.567679,0.021514,0.022212,0.005009,0.000728,2.617572,11.322972,99.960000
8.408576,0.023785,0.019611,0.004460,0.000830,2.616833,11.180230,99.960508
8.573703,0.021205,0.018013,0.005557,0.000634,2.611672,11.357009,99.965883
8.480440,0.020881,0.014484,0.005063,0.000796,2.604110,11.206257,100.002293
8.598586,0.015995,0.018222,0.007162,0.000851,2.621053,11.325503,99.994486
8.598880,0.022380,0.018931,0.005581,0.001015,2.613613,11.318065,99.961883
8.609569,0.027566,0.016680,0.005825,0.000812,2.610864,11.371717,99.991947
8.574323,0.018942,0.016116,0.007294,0.001038,2.626523,11.292770,100.013633
8.526886,0.024979,0.014488,0.004909,0.000873,2.604826,11.263403,100.040892
8.477287,0.022259,0.019230,0.006249,0.000910,2.639329,11.271895,99.989149
8.403605,0.023882,0.017633,0.007531,0.000700,2.608093,11.102552,99.995053
8.328480,0.027858,0.020716,0.005119,0.000719,2.636571,11.106007,99.995764
8.439702,0.022630,0.016104,0.005578,0.000877,2.614084,11.196256,99.995991
8.530487,0.023876,0.016227,0.006964,0.000714,2.604115,11.271892,100.005625
8.547384,0.026266,0.021492,0.006879,0.001047,2.608236,11.298254,99.960000
8.595949,0.022653,0.018248,0.005426,0.000832,2.622051,11.307331,100.010084
8.288276,0.027226,0.013372,0.005465,0.001204,2.618976,11.036474,100.003126
8.462479,0.013926,0.015792,0.005437,0.000722,2.621112,11.172084,100.047898
8.509741,0.022601,0.014951,0.005200,0.000901,2.615060,11.235701,100.016810
8.497763,0.014717,0.017396,0.006694,0.000885,2.607935,11.229432,99.992847
8.537992,0.015849,0.012337,0.005697,0.000834,2.602199,11.271940,99.991350
8.323439,0.022013,0.019956,0.005273,0.000868,2.600350,11.061854,99.999559
8.480456,0.017177,0.019938,0.005266,0.000500,2.607258,11.237302,99.960000
8.618922,0.020560,0.017662,0.006845,0.000819,2.582151,11.308284,100.000563
8.676230,0.028418,0.017694,0.003244,0.000966,2.614381,11.436665,100.025799
8.479330,0.025954,0.017692,0.005589,0.000797,2.611806,11.224317,100.000064
8.677255,0.037092,0.016486,0.006240,0.000611,2.609024,11.418470,100.031967
8.488911,0.021494,0.021199,0.005323,0.000747,2.597784,11.211720,99.991789
8.354618,0.022336,0.014990,0.005034,0.000812,2.610384,11.105567,99.992016
8.661075,0.012473,0.025044,0.006506,0.000938,2.620800,11.432187,100.005614
8.410565,0.022624,0.014789,0.006237,0.000707,2.594782,11.106005,99.997771
8.390376,0.021602,0.018822,0.007928,0.000972,2.595192,11.148727,100.024012
8.627896,0.023868,0.015113,0.005371,0.000693,2.605672,11.344628,100.038207
8.641669,0.023526,0.015698,0.006420,0.000948,2.613804,11.386382,100.022207
8.520991,0.019506,0.017471,0.004991,0.000841,2.592994,11.245718,100.014195
8.422604,0.014224,0.013506,0.007210,0.001148,2.620897,11.156701,100.057433
8.375144,0.027549,0.019593,0.007002,0.000902,2.580574,11.052974,100.001648
8.548058,0.019862,0.018554,0.006634,0.000987,2.635437,11.304512,99.996607
8.296638,0.016313,0.019648,0.007044,0.000755,2.589252,11.023401,99.980829
8.336405,0.023481,0.020236,0.006728,0.000512,2.594018,11.057694,100.058000
8.589393,0.014332,0.015604,0.006473,0.000807,2.601092,11.322358,100.034730
8.546492,0.020091,0.017450,0.006026,0.000814,2.589506,11.264696,99.961395
8.615199,0.013634,0.017328,0.006937,0.000695,2.606896,11.354486,99.976320
8.570630,0.021125,0.021352,0.006578,0.000796,2.599178,11.319646,99.960000
8.401623,0.015152,0.017664,0.005710,0.000521,2.632583,11.201820,100.013847
8.562736,0.035336,0.015479,0.005986,0.000758,2.610413,11.327361,99.996861
8.371052,0.026597,0.019057,0.006222,0.000705,2.623673,11.158021,100.033972
